HID1,HID2
108876,93446
108876,124329
108876,39769
108876,109023
108876,88799
86708,81139
80936,91209
80936,80951
80936,79752
107428,106368
3455,6879
3455,4246
60758,70545
10653,15245
103109,102625
74746,114797
151237,151430
151237,151171
151237,40085
151237,150665
19655,19659
19655,19377
19655,19169
55770,56687
55770,61993
55770,56880
60064,60377
60064,92876
15977,16085
15977,15937
24020,23395
24020,89946
24020,22393
24020,23839
24020,22579
69758,58801
147166,145662
127662,127960
92758,128539
92758,93704
92758,132789
117942,117859
117942,119513
117942,118229
117942,117829
154509,154713
154509,154806
100811,100583
100811,101001
100811,39504
82615,82689
82615,82237
105061,34119
105061,104683
120797,127240
120797,120684
120797,121357
113651,114333
113651,113640
113651,113250
113651,112395
67252,67288
115221,114655
115221,114818
37196,36431
49802,49661
49802,47986
49802,49979
10100,10310
58266,58187
58266,58034
44500,45219
152288,42257
152288,152363
152288,134712
75622,76889
75622,76667
75622,76373
104519,107325
9217,9485
9217,9842
55518,55592
55518,55059
84708,494
49278,47991
49278,49647
132374,132749
104707,34059
30596,30949
30596,30347
30596,30496
56969,56469
61096,61068
61096,152255
61096,80109
61096,79875
61096,72231
150603,150748
49141,48052
49141,47883
47028,48549
47028,47020
47028,48320
47028,47221
47028,7789
47869,7947
108695,107517
138904,138970
85253,86267
85253,86574
97997,34043
97997,97974
97997,105020
97997,33342
97997,97792
69461,69080
773,1018
119363,118605
119363,119361
119363,118938
36291,36073
135907,144086
30265,30728
30265,30855
127912,91998
127912,121355
127912,127936
54509,53666
129701,129580
129701,129758
129701,129549
155094,154991
155094,154973
155094,155312
144114,144000
144114,144023
144114,153109
144114,144444
126863,127708
19241,19275
24900,24371
6308,45748
110807,112114
42688,42745
42688,54292
84738,84493
150936,151566
576,1111
95348,95417
20353,20072
20039,20222
57052,55758
57052,66597
57052,56968
57052,56072
57052,56779
99920,100273
99920,99303
99920,99550
130328,131508
130328,129940
130328,130450
27616,37514
27616,27780
27616,27734
27616,27133
106853,107418
101542,102261
101542,118301
101542,119357
44173,46779
28855,114567
28855,28791
28855,124874
28855,98381
28855,28436
151987,88800
151987,144448
93505,93244
93505,91533
16007,16011
16007,15965
29956,30199
29956,30019
29956,144599
29956,29947
75386,75728
113061,113161
113061,112464
113061,112257
105048,104268
66400,65927
66400,66042
66400,65931
96210,96865
130233,129930
5698,6135
5698,44213
133830,133801
133830,133716
133830,91278
133830,133965
15624,15347
137704,137513
137704,137563
137704,137403
137704,137762
8856,8801
125410,130470
7056,15035
107183,118165
16074,16240
65782,66049
125731,125610
125731,125905
125731,124908
125731,33282
146600,147056
146600,147029
146600,146803
146600,145789
146600,146929
133115,132876
135850,135364
135850,135937
135850,135102
24026,24005
58255,58555
58255,58377
49947,49418
49947,49760
49947,48554
86158,86662
86158,86832
100275,131784
100275,99171
100275,92110
104203,114001
104203,119130
98899,98798
60676,60639
76086,76280
66279,65988
66279,66053
70716,70260
147215,147815
147215,147380
147215,22397
147215,154479
42807,43473
132505,133509
132505,133023
41304,41484
41304,41571
73772,73155
73772,51169
73772,74104
111172,112035
111172,110714
118604,113078
118604,119163
114012,113679
147925,147999
50892,50493
47456,48064
47456,48838
69561,69599
26731,36452
26731,37085
26731,48339
139160,139326
27026,33129
27026,110938
27026,34417
33523,33429
73908,73654
147856,147454
147856,147687
147856,147570
147856,147329
16437,18662
16437,16531
16437,16681
132677,132355
132677,133143
25204,45002
25204,26408
25204,26363
25204,26833
27494,32675
42686,57024
42686,42346
152113,153234
152113,31770
23135,23211
56854,55810
83785,84863
83785,84530
83785,84142
18578,18464
107309,95565
107309,106431
107309,94914
43172,43619
43172,130862
43172,42853
43172,43230
30736,143382
15937,10394
15937,15843
15937,11290
24309,24972
24309,97296
24309,24945
126038,127304
126038,126185
126038,126550
118648,119482
91590,136408
152812,153499
152812,153518
152812,41056
57877,57898
57877,57760
57877,54926
57877,57234
57877,56029
80146,80329
80146,61055
80146,80327
15289,15450
15289,15318
147686,154429
121479,121483
121479,121376
121479,121497
149517,26045
10996,10662
58262,58335
58262,58049
58262,58137
131388,101176
131388,132184
77807,77522
77807,77966
77807,77590
77807,77527
14724,14528
14724,14865
14724,14976
14724,7120
51746,51430
77411,75630
77411,77191
111271,111854
111271,112062
67226,59885
67226,69025
46888,46700
83725,83321
79188,74203
119215,119149
119215,118191
119215,118513
31280,41519
35099,35320
35099,124856
153784,29499
61561,85508
61561,60967
65335,65190
133924,121434
133924,129175
122598,110917
122598,122754
124719,124777
132665,133060
132665,133515
132665,132742
50810,50076
50810,50378
103278,103013
78541,76650
141640,85377
43276,43240
124893,123165
124893,125080
124893,125092
124893,125176
139153,138842
139153,139135
125498,35181
125498,35385
125498,125257
146639,96918
146639,146497
146639,96828
128232,128066
117980,118013
117980,117934
121983,110602
15438,8716
15438,14930
15438,12387
15438,9364
15438,15710
15438,8334
55452,76662
55452,55396
55452,55554
78504,78667
78504,78476
153472,153460
62803,63313
55325,55483
55325,55411
55325,55190
103687,116187
103687,103968
103687,117585
42059,42019
23374,24141
23374,23783
23374,22231
23374,24630
13653,13377
13653,13534
13653,15931
13653,13016
13653,13198
13653,12587
8672,7735
8672,9274
8672,8637
8672,7696
8672,8011
24371,24897
24371,24563
24371,24375
24371,24846
24371,24768
63290,64293
89764,22275
89764,89476
89764,90004
123046,122759
123046,122844
123046,122780
123046,123161
136329,143503
136329,136605
62921,56997
62921,63227
62921,56345
152586,152207
119741,118051
152252,152389
152252,152343
152252,30457
152252,151921
152252,79720
15082,7423
15082,14719
15082,14416
21841,21857
21841,21969
60703,61723
11316,11224
11316,11163
11316,11579
11316,11545
57088,59352
57088,57284
145127,145156
145127,144949
145127,145203
145127,30202
145127,31918
47081,48572
47081,47306
100451,92908
55127,55420
55127,54570
55127,59182
55127,64537
30117,30039
15263,16190
15263,16053
15263,15296
15263,16120
21276,21329
50583,136473
4681,84778
4681,4679
59448,76598
59448,64828
59448,78388
59448,57921
9944,16237
146973,147084
146973,146851
146973,146749
11069,10875
67510,67816
116608,117254
12022,12023
12022,12082
12022,12319
98674,98755
98674,97818
7359,6684
7359,15011
126426,126614
18987,19480
73471,73889
90640,153976
90222,90243
69172,68927
140835,40168
140835,140611
77483,77380
77483,76823
12095,12134
62699,63873
62699,64150
120364,120168
120364,120394
115724,116642
117023,116561
90464,90436
90464,90379
56733,55792
56733,56779
71202,70660
115817,103583
115817,115903
112578,119143
112578,112309
25012,24366
68751,68567
124371,124378
124371,124531
62993,63659
62993,63115
62993,62733
56754,56887
152126,42455
152126,152809
85360,86652
85360,85537
85756,85877
85756,85169
85756,85473
107683,108578
107683,107659
107683,101413
55504,55190
119759,119761
119759,119708
120621,120538
148938,148457
132933,132678
132933,132465
130202,130166
109194,111228
142193,151138
943,68825
943,877
47752,47863
11988,69864
11988,68261
54527,54710
54527,66611
54527,66656
104460,104958
104460,112661
99079,99612
99079,99971
99079,99369
105235,104439
103264,113324
103264,103455
119234,118496
98478,112720
98478,98243
98478,98928
98478,96407
98478,104425
47676,48759
112372,114034
138861,139526
138861,139389
25988,26896
62711,78053
62711,63825
23400,22810
23400,22491
1513,1809
1513,1384
1513,3775
100127,99857
100127,100430
100127,133425
18284,18066
18284,17905
100588,100609
52925,52778
52925,52573
62452,62100
62452,62037
137015,137137
58476,58554
58476,47134
58476,58011
5486,5248
5486,6115
5486,45497
5486,45739
5486,5141
5486,5344
119949,119900
119949,112485
119949,120249
119949,120161
62238,62131
7371,6881
34038,34411
38859,38493
7570,9750
34831,35444
88789,88713
94800,129480
92562,92654
55305,55436
108254,108446
14345,14209
46269,149531
123367,123546
123367,123550
85515,93266
30478,30541
30478,30518
52697,52415
52697,65570
52697,52640
107757,108559
151777,153621
88183,87865
88183,87903
88183,87852
88183,88004
56199,78215
295,953
123160,122880
123160,123071
123160,122974
123160,123053
147316,22179
147316,147534
68334,69505
68334,69588
68334,4053
150313,149900
150313,150320
118090,118196
118090,118073
118090,118356
118090,119754
118090,118006
61246,61534
58153,58311
44489,45702
44489,45112
69213,68158
31734,31957
31734,70717
31734,31611
31734,31599
31734,66563
104517,113192
138983,138883
138983,139136
138983,139694
138983,140305
12361,12943
12361,12207
12361,12314
12361,12221
12361,12241
86298,86832
86298,74668
144814,144743
144814,144602
80276,61162
137631,137308
137631,137732
137631,137282
137631,137502
137631,137273
89132,96834
147892,148335
147892,148364
147892,150361
147892,149853
147892,149331
147892,148321
147892,148004
147892,149198
147892,149020
35752,37388
7411,14490
7411,6926
66720,66169
117948,118301
142069,148987
142069,44723
47724,48621
107011,25019
136212,136154
140211,148027
140211,140337
140211,140564
113354,113586
52040,51181
52040,51180
52040,51039
39123,25070
78927,78247
78927,76618
78927,78726
3715,3790
3715,1996
37953,140869
147861,90765
147861,90827
147861,147788
13606,10785
13985,13833
13985,14393
13985,14276
13985,10222
13985,13992
13985,17229
60405,60147
60405,60159
60405,60050
33279,32856
149254,149602
149254,149228
149254,148697
12382,12954
12382,12816
12382,12252
12382,12940
28337,28003
28337,29007
28337,28626
65699,65649
65699,65554
65699,65312
65699,65324
131756,131069
88300,88017
101064,123432
101064,123048
101064,123464
101064,112239
146246,145857
88347,87937
127761,94116
127761,128005
127761,128016
138398,138211
138398,137798
138398,137864
138398,138308
138398,137415
138398,137949
93357,139311
93357,92494
93357,93393
93357,92970
93357,93427
93357,85051
24072,22876
79286,79254
79286,79383
79286,79936
71990,72304
138497,138507
138497,138655
138497,138739
72061,61048
72061,72150
37059,37968
37059,36514
37059,36042
37059,35984
37059,36845
2187,2382
89718,154444
89718,89311
89718,89488
102084,108061
57155,78425
57155,57223
40860,40774
40860,40621
105374,98615
82255,82454
82255,83247
92044,91894
92044,91803
92044,53023
69513,70158
47234,47944
47234,47368
47234,48749
47234,26051
34063,131080
20419,20199
20419,20005
20419,13126
20419,19990
41889,41858
29175,29547
134435,134631
134435,134266
134435,29230
121071,121228
113569,114141
120673,120689
67273,62027
67273,77277
67273,67143
67273,67506
46915,47917
76657,74923
63261,62821
63261,51486
63261,63358
141488,139548
141968,43704
141968,77682
15451,15549
45952,80978
45952,85794
45952,46176
45952,45914
18589,18725
142691,150151
142691,142357
142691,141110
142691,150871
142691,141336
45340,148977
45340,45834
118965,118681
118965,118460
28202,28646
28202,39521
46289,46143
57355,57894
115707,116266
115707,116368
115707,103496
123826,124320
123826,123987
48756,36568
48756,36566
48756,46917
48756,25252
48756,48836
48756,49013
48756,48605
48756,48265
89427,89122
99004,98831
99004,97710
99004,97873
99004,27686
107356,107178
107356,106032
77893,77741
77893,77730
77893,77991
77893,77819
37397,37119
76687,76623
102311,128299
44898,5224
80757,80855
80757,80791
80757,80773
80757,93340
48233,47123
48233,49915
148410,148412
21347,21906
21347,21242
121841,122080
121841,121878
87204,85249
87204,87353
87204,87287
141594,142150
141594,141840
141594,141525
68083,69401
68083,69413
68083,69015
121515,121537
127837,100004
127837,134274
117538,117686
117538,117741
117538,117586
117538,117418
117538,117604
76926,77250
58337,58370
58337,58047
135834,135127
50141,66584
75298,75059
75298,75864
75298,76092
9200,9879
80300,61397
144029,136787
60082,86897
60082,60162
112882,112302
7654,7766
7654,26653
7654,8722
7654,8460
7654,9780
137086,134576
50323,50576
50323,50980
50323,50429
99517,99197
72969,51666
30791,31121
30791,30277
114536,114886
114536,114677
114536,109667
144983,29886
75079,75262
75079,76924
75079,75438
139012,139533
148321,93671
148321,44834
148321,148370
148321,141764
153521,153265
7879,7679
7879,9065
130389,130848
87905,88268
119735,118477
41921,41947
41921,52402
121262,128198
121262,120761
34403,33796
9596,8988
88675,88614
21916,21863
24365,96192
67221,1616
67221,67388
64088,63236
124758,124554
124758,124620
146008,146001
146008,146707
67795,67718
29042,28215
29042,28902
99996,99081
99996,99158
99996,94093
110635,110828
134320,133758
38077,37910
12819,15455
12819,16158
12819,12233
127998,129510
94521,94808
94521,94762
94521,94747
84079,83986
40014,39406
149380,151482
149380,25716
28042,38205
65734,65189
53043,52196
53043,53020
53043,53407
74606,74342
74606,74625
74606,88552
48238,47354
152354,152334
110596,110422
110596,110327
72727,73377
18554,18374
11201,11559
15300,15742
113491,114231
52445,52943
99303,99110
99303,101022
99303,99026
90129,91129
90129,90501
90129,90282
22589,89593
97173,97212
59114,59033
59114,58862
136216,136107
85590,85651
84088,5235
127460,126952
38274,38925
38274,141138
38274,38272
38274,39143
29838,30579
29838,29699
129818,129858
73828,73488
148873,86997
148873,66970
19576,19466
19576,19469
19576,19159
2419,3314
69356,69343
140461,140606
84455,84345
66613,65210
61624,61649
149974,150053
38190,37837
38190,38125
72656,73403
110338,110492
110338,110350
70630,71312
70630,72371
106457,106057
95417,95650
95417,95436
29341,30891
29341,29549
119976,102889
54274,54324
54274,65152
58453,47007
134232,134841
81324,82020
64615,73740
64615,65360
90679,90507
90679,91134
18718,18415
45356,44659
45356,45178
45356,43847
112648,118507
112648,119829
112648,118768
112648,118435
112648,119011
59926,66
59926,66964
59926,59905
59926,67094
57261,57516
68208,68633
68208,68158
127040,127032
127040,127204
94622,94313
122821,122814
22336,24090
28788,36945
113311,120552
40111,39498
40111,39470
152006,144031
152006,144792
152006,143958
152006,153421
118528,118830
118528,118663
127489,127651
107873,108155
102408,102079
143287,143427
143287,143258
87470,88348
87470,88116
87470,88444
137246,137534
137246,137282
137246,137473
86914,87367
86914,87147
126571,93092
126571,126192
126571,126395
126571,132217
126571,109174
126571,121534
24118,24052
38220,37773
38220,38039
38220,38019
38220,38134
34787,125728
31829,40942
31829,74548
31829,32051
31829,41971
60672,60608
134594,134792
134594,137209
30533,31117
136051,136016
92037,91837
7097,5020
92484,92832
92484,92564
92484,42992
119906,120165
24083,24829
81971,77167
81971,81686
4233,2002
4233,3480
119755,119845
7680,5504
7680,7992
135149,135415
135149,135165
135149,143346
154139,153992
154139,154003
8780,46347
8780,9402
8780,43725
8780,9388
8270,47665
8270,47152
8270,48956
150669,25048
150669,150177
140176,40447
13321,13640
131981,132217
131981,131739
148120,149372
148120,149574
148120,148087
148120,149484
148120,46100
79894,51377
79894,79860
79894,80040
66174,66802
38423,38772
38423,35579
109796,109534
110954,125657
86034,87714
86034,85997
86034,86222
110826,119688
110826,111123
153191,80184
153191,151731
60826,60783
60826,60704
60826,50806
86724,86415
86724,85918
92428,92609
92428,93377
95212,95562
129271,129108
129271,93905
15957,16248
24108,23045
24108,22211
131411,100714
131411,39287
28073,28554
43817,44228
39580,151440
78968,79508
78968,79182
117053,121968
117053,116773
93309,93444
93309,93365
93309,93585
95346,95492
95346,95146
95346,95548
72877,73059
72877,74119
72877,73093
44813,43789
44813,45423
66610,66500
66610,54565
66610,65615
66610,66096
76855,74873
108032,128313
108032,108245
10466,10536
9410,9678
9410,9916
5361,5108
81082,81077
132772,133040
132772,132227
124933,125735
124933,125073
75850,74970
75850,77653
96458,96150
80968,79511
80968,79182
80968,80896
80968,74486
100106,92537
191,579
191,248
63521,64253
41948,66940
75246,75822
75246,76472
155164,155205
154529,90761
154529,154620
38524,39135
38524,38939
38524,140474
74175,74315
148060,148256
148060,45590
23023,23268
23023,155458
23023,22203
23023,22199
23023,23614
23023,22287
98144,97704
98144,98196
98144,98572
120542,113998
68923,68804
68923,68778
68923,68382
86474,81032
86474,80811
86474,86802
86474,86662
26868,25554
26868,25176
26868,25128
87690,59626
87690,88389
87690,73978
19002,16654
19002,19786
94277,93949
94277,94532
94277,94508
94277,93973
18043,17170
18043,17152
18043,17825
25844,35628
67015,85442
19771,18390
19771,20926
19771,19833
139849,43321
139849,42862
139849,42924
139849,42761
139849,42970
38182,43123
101483,119348
101483,109686
101483,101722
101483,102055
132856,132546
132856,132593
132856,132364
132856,132468
89140,97251
58270,58237
3144,7278
3144,3045
3144,44609
130252,130310
6760,3976
66509,66471
66509,65799
15163,15182
25148,44388
25148,25567
25148,36136
25148,8983
96537,97558
96537,96635
96537,96067
107861,107952
107861,107645
81034,81244
81034,81223
13006,13446
67575,67483
67575,67224
67575,59327
67575,67835
67575,75349
67575,66993
67575,67629
67575,76673
98300,119360
98300,27365
98300,97782
98300,113545
51750,51362
51750,51945
51750,51604
60236,60351
16481,17891
16481,16606
76811,76291
76811,77576
61481,40673
61481,70188
61481,61023
61481,61361
139964,139868
1554,1684
1554,1437
1554,1359
1554,76063
1554,1162
25726,25796
25726,150349
149832,150035
19416,19314
19416,16410
39924,40285
39924,151141
39924,151566
39924,39616
132786,133243
116355,116824
150396,150651
150396,150502
70100,3289
70100,69703
70100,76269
70100,68562
146481,98208
114138,113528
101097,108184
101097,100525
101097,118137
101097,117967
29518,144770
79054,151794
147586,153910
147586,154086
147586,147303
147586,154120
147586,154528
138584,138731
138584,138648
59039,75999
59039,67301
61775,61840
126974,126981
149187,148796
149187,149634
14828,2941
12960,12604
149416,149214
149416,149033
89518,96219
89518,89437
27579,27843
51063,51401
51063,51208
105695,24992
105695,106540
147846,147458
128747,129266
128747,94534
128747,129324
95305,95329
96842,96329
96842,97727
147740,147299
78135,77612
76561,75221
101449,118523
51175,73824
51175,74024
51175,51616
62975,62848
62975,63146
11083,15148
11083,10708
11083,11503
11083,11365
147134,146019
147134,147208
114540,114794
114540,109618
104496,104285
104496,120447
104496,97569
85900,67282
85900,87211
49314,49923
49314,49770
49314,49636
57120,57470
32098,31459
65580,65663
65580,65169
65580,62289
117904,118086
117904,118234
53848,52444
53848,65307
148734,149734
145989,146931
95731,95853
50673,64844
116732,115607
111470,33410
111470,111145
90834,147641
59759,67132
73426,70396
96967,97202
8461,8673
8461,15670
99392,128788
99392,99749
99392,99911
99392,99338
113896,119978
18478,16592
18478,18932
100194,100392
111861,111141
111861,123376
27174,27267
27174,27215
27174,27426
118595,119091
118595,113111
118595,118500
118595,117988
25439,25497
25439,25195
25439,26273
25439,25789
25439,47348
120964,29135
120964,121049
120964,121063
84645,87320
84645,83900
84645,81687
73050,72654
73050,64274
140248,140534
140248,132654
140248,139438
150437,150074
109508,109966
109508,110612
128683,127886
93984,139223
93984,94048
17539,17377
17539,17167
129492,129343
126754,126889
126754,126982
25605,39049
25605,37532
25605,26894
25605,26461
94912,94987
94912,95789
101988,102109
149338,45499
149338,44759
69654,84792
121661,121721
121661,120377
121661,115970
14916,558
120886,120690
72253,73720
143017,143027
121857,121940
106455,105889
106455,106569
106455,107090
116129,107354
116129,116312
116129,105880
9349,8871
9349,5587
9349,148794
48090,48552
134847,134520
134847,135030
138729,138768
29780,29585
29780,143931
29780,143253
29780,30915
29780,143553
59401,78834
59401,2942
59401,75558
59401,77159
59401,67762
59401,69222
59401,63832
59401,59298
49951,49681
49951,49587
49951,49792
49951,49998
49951,27751
118443,118736
118443,118087
149782,150165
21258,21284
21258,21204
137643,138706
112512,118678
76132,76834
76132,75073
76132,74806
76132,75135
4323,4608
150007,37372
103793,125852
103793,103675
103793,104095
112530,113859
16454,16313
16454,18548
16454,16919
92627,92783
33487,34311
33487,33656
33487,33587
67813,67694
92292,92629
5668,5012
5668,5416
95680,95404
56010,65907
56010,55988
35876,38576
84517,68362
148277,149372
150236,151404
150236,150837
150236,150210
127708,127944
127708,128046
20284,20167
48572,47288
89822,90101
89822,97327
53563,53182
84086,82028
84086,81887
77099,76487
77099,149551
77099,77095
154615,23380
154615,154671
133307,132621
100939,132060
137738,137773
137738,137620
132057,130316
112496,119316
112496,118651
112496,112956
117153,116921
15502,12666
15502,14397
83131,75698
83131,75896
83131,78188
83131,83644
53112,53254
53112,53125
43044,42937
115757,115583
115757,115748
152901,152671
71197,71364
51559,51598
124932,123028
33418,28174
33418,28365
33418,43574
33418,35572
33418,33667
33418,151548
16650,16354
16650,16749
16650,16480
71624,76100
18641,18513
113351,113749
113351,117465
50970,62525
50970,65940
50970,50704
50970,50984
35416,34487
66062,66563
26071,26915
26071,26273
5819,5909
7167,6419
125300,34628
125300,125455
67930,4101
67930,2842
89674,89051
89674,89030
10532,16152
10532,10050
10532,10503
147556,24809
111223,125417
49713,58335
108463,107865
108463,108051
108463,107878
101198,101972
101198,102116
47263,46996
25004,98580
25004,107169
35782,123499
61459,80103
65837,66333
65837,65850
46016,84336
57260,55510
111476,111707
111476,122589
111476,32767
2613,3412
56183,66736
56183,55899
144748,144867
58525,58376
96786,96265
61043,61062
61043,153271
61043,61568
99027,99776
61656,61595
61656,83260
61656,153604
61656,79860
34116,33997
11221,11250
103212,116641
131742,132193
131742,132628
95145,95217
1401,1111
35583,36138
35583,36573
35583,35726
88236,72380
88236,85915
154004,153924
154004,154007
154004,147428
154004,154183
96512,146188
96512,96211
79182,79994
79182,79115
79182,79508
79182,79991
79182,79563
79182,79403
87868,87577
15291,15395
15291,11504
15291,11262
27491,34563
27491,33868
127551,127793
88778,94313
88778,88854
88778,88562
104277,106450
90593,90156
90593,89621
153922,153831
153922,90014
34654,125904
34503,111459
67793,67278
116781,117309
102953,104054
102953,103616
102953,102660
102953,116860
123385,124311
123385,123325
123385,123799
75317,77007
75317,76222
72820,72885
72820,73715
72820,73876
5085,6295
40868,40999
153196,153200
17718,17478
86501,76203
141212,141889
111073,110889
111073,112716
48730,58023
48730,48012
48730,48377
48730,48320
86812,87199
82984,83432
21343,21926
126800,126846
126800,127425
126800,126808
126800,127411
126800,127273
126344,133789
7023,7412
3247,2276
3247,3702
144998,41305
144998,145161
144998,145473
58024,47506
60219,59999
60219,59936
141405,85002
59642,84189
19097,19281
71523,51956
71523,70831
71523,70582
24582,24366
125299,125056
125299,38199
125299,34948
125299,125773
5652,6455
125174,35549
125174,129931
125174,125012
97499,96235
97499,146419
97499,97163
97499,96124
140292,140717
140292,140736
140292,141625
89517,22770
63471,64252
59427,67660
59427,58787
59427,67483
57969,58446
55523,50357
55523,55119
81662,81341
4507,4897
4507,69230
118722,118951
118722,119010
1958,1466
45615,44491
133825,133942
23354,22286
69926,55409
41119,31314
41119,40737
41119,64220
41119,32156
41119,31801
41119,32140
11625,3551
11625,12743
86844,93586
125782,125057
125782,125835
87247,85430
87247,87136
99598,99459
99598,99448
46164,45855
46164,46263
116276,118161
116276,116320
124755,124820
140268,150412
120647,152504
120647,140036
120647,120744
100446,133064
100446,100330
78334,78395
35830,28445
35830,38543
92633,132932
92633,100716
92633,132745
92633,131901
92633,130960
53703,53213
53703,54293
53703,53752
84674,83788
84674,82963
94278,94671
94278,128803
21043,20881
24895,155017
24895,155089
3446,67536
3446,88299
3446,3820
3446,4250
3446,4082
116125,116477
63426,63400
63426,63904
100460,100180
100460,93154
100460,133211
100460,100510
100460,100133
59403,59185
59403,58673
59403,59345
137556,137261
137556,137744
137556,137303
137556,40630
137556,137397
137556,137716
137556,137652
19658,19644
113053,112319
40140,43094
40140,39609
40140,39261
40140,39348
77804,78172
77804,77839
130980,131427
122833,113029
72989,74167
98297,97776
98297,97589
58581,59088
58581,67280
58581,59279
126399,126378
74499,74404
74499,79383
141480,141294
31369,31188
34635,34673
34635,34572
19726,19351
19726,20989
19726,19635
19726,19620
60683,60714
60683,60688
60683,60661
28531,28037
28531,28266
27252,130506
53618,42072
21617,21561
86606,86861
86606,86375
107343,106642
107343,106366
13469,13189
141665,151221
120650,120893
111882,111278
13185,13721
13185,13067
67990,68043
130516,130622
135332,137047
37073,37069
110432,110506
139423,139055
125277,125220
4345,46359
21696,21632
21696,21492
133328,132836
11964,11732
11964,11863
11964,2138
11964,12669
109531,109974
109531,109528
131668,131771
98829,99020
113571,113559
80152,80163
102202,101977
78486,78849
78486,78495
111625,33334
36846,28856
23272,22550
77598,77787
73111,72804
109739,109883
72700,70318
72700,73944
135629,135137
135629,135746
135629,135136
135629,79538
53155,53438
110469,110187
110469,110231
28576,29005
57847,57899
57847,57621
93516,43333
93516,93550
93516,133275
93516,91677
93516,93579
104,31
104,50
104,83251
74929,75676
40684,52189
40684,41151
57359,57610
57359,62964
57359,63763
52856,52438
89244,89601
89244,89275
89244,147338
89244,89488
59481,59487
61461,61036
61461,61072
12877,12386
12877,4143
12877,12061
118836,118787
118836,119005
34709,32502
34709,35011
59102,59139
14455,15110
126261,124002
126261,103040
30214,30039
61739,80705
61739,61590
24415,24614
24415,24791
11926,11770
11926,11797
42617,31379
42617,66768
42617,50250
42617,42466
42617,136549
154309,155374
154309,22473
154309,154272
154309,154579
55823,55854
40190,39557
67461,67478
67461,67287
67461,75066
77406,67243
77406,77376
77406,77481
77406,1938
77406,81252
31906,52769
112341,112425
73410,63421
135154,135392
127688,128058
72971,63029
147522,105797
147522,23043
147522,147233
43847,149590
155527,155245
155527,155064
29686,144765
69858,69505
69858,69498
69858,69564
69858,69932
69858,69693
69858,69866
69858,70113
100558,101054
100282,101051
99853,99338
99853,99810
99853,99578
99853,99961
99853,99160
24938,25021
24938,24699
24938,24967
110630,113970
83755,84492
112437,98480
112437,112899
37225,28474
148305,36447
148305,147966
148305,148389
21649,21654
21649,21425
96384,89755
151982,151947
151982,151644
141354,141290
54776,55075
54776,54993
145384,145158
145384,30135
73653,74010
73653,73636
73653,72908
73653,73311
51799,51688
10203,10953
10203,9975
10203,10453
10203,10585
10203,8887
10203,11429
10203,11005
11492,11449
11492,11119
11492,10450
11492,11402
11492,8462
108696,108776
108696,108824
39978,39907
39978,40599
39978,151102
82245,82798
140450,140097
111354,125417
111354,112103
111354,111661
58536,47689
58536,48054
58536,58364
51884,51719
51884,51592
152993,152192
152993,152596
152993,153041
152993,30737
5151,6126
45931,46599
45931,46298
45931,45775
47425,47423
47425,48000
47425,47325
89936,88936
89936,89222
129653,129687
129653,129613
129653,129745
60448,59974
18096,18240
66673,66786
17843,17112
9644,8773
101314,108019
101314,102349
101314,101389
101314,28415
125105,124880
47941,48365
47941,7792
47941,47312
47941,47849
109207,101830
109207,115272
109207,115429
39657,39340
6576,6477
6576,6730
143333,143547
143333,136275
32904,34873
32904,33133
19209,19659
59376,58677
117652,117736
53368,53142
94155,94231
126958,135069
126958,93769
56421,55703
55301,55087
55301,55110
40599,39551
92093,91756
92093,93779
92093,151051
92093,93731
74038,51529
74038,81588
74038,61605
43290,43078
89769,89096
89769,88956
25370,26641
25370,26240
128206,128151
83892,84012
83892,81738
83892,84139
83892,84107
83892,81765
83892,83214
56343,65196
27401,27095
6991,6643
148931,149103
112674,113169
125020,125363
125020,124288
49244,49262
49244,49031
70873,70546
70873,71066
30541,30428
30541,30381
30541,30518
30541,30684
30541,30410
30541,30459
30541,30811
95641,95573
112609,112158
10269,13891
10269,10395
56562,56898
56562,56268
136421,136543
13895,14013
13895,12713
13895,16152
13895,12670
98626,98120
98626,98984
20872,21810
56150,56309
56150,56933
56150,55826
86514,86287
129073,128897
129073,128152
129073,128752
129073,129400
98143,98059
98143,96672
99555,99023
129626,122120
133809,127157
70512,71220
70512,70264
70512,70783
70512,71139
70512,71178
2835,2356
72397,72772
72397,71269
10110,10586
135325,135529
135325,143360
42667,42423
42667,145489
42667,42569
42667,42547
42667,42716
150882,151280
81753,81561
23106,22298
127624,127984
127624,133673
127624,120841
127624,127022
127624,128741
87787,81373
23329,155365
151039,151230
151039,151268
151039,151514
151039,150215
9052,9248
124475,124707
124475,124583
116641,116923
116641,116351
116641,116773
116641,116751
80190,80242
80190,79134
130032,130674
47191,48851
96796,147177
22053,21815
47265,47029
47265,47506
37999,38122
37999,37772
37999,42976
44865,43692
44865,59574
120358,117703
107010,106283
35625,43073
35625,35823
3899,4812
3899,4756
3899,4666
3899,3277
154047,89066
154047,153917
154047,153821
154047,90434
106507,105954
106507,105739
110822,112524
98744,98878
748,69075
748,585
136230,142866
45608,46513
45608,44850
43258,28726
43258,43514
57565,57249
24267,22546
133923,121477
98677,98198
155312,155610
129861,129717
129861,129695
14307,14269
14307,14199
52909,41215
52909,42181
102813,110077
102813,103520
102813,116613
44618,43786
44618,44215
44618,149595
152848,152651
152848,152100
99158,99175
99158,129089
84984,81837
154646,89301
154646,154269
154646,154841
65018,65067
