NAICS 1 Code,NAICS 1 Description,1 - 4 employees,5 - 9 employees,10 - 19 employees,20 - 49 employees,50 - 99 employees,100 - 249 employees,250 - 499 employees,500 - 999 employees,"1,000+ employees",s,xi
337125,Household Furniture (except Wood and Metal) Manufacturing,304,304,304,304,304,304,304,304,304,2.065198448490909,1.1527457920431514
337127,Institutional Furniture Manufacturing,1308,1308,1308,1308,1308,1308,1308,1308,1308,3.0319340548345286,1.1713933430199193
337211,Wood Office Furniture Manufacturing,363,363,363,363,363,363,363,363,363,6.057009683732188,1.0281950382587677
337212,Custom Architectural Woodwork and Millwork Manufacturing,333,333,333,333,333,333,333,333,333,7.46600350667649,0.7840035030166634
337214,Office Furniture (except Wood) Manufacturing,213,213,213,213,213,213,213,213,213,5.461547042717699,1.3950402759358016
337215,"Showcase, Partition, Shelving, and Locker Manufacturing",373,373,373,373,373,373,373,373,373,6.922510917020549,1.0567761797306519
337910,Mattress Manufacturing,280,280,280,280,280,280,280,280,280,6.48778997229053,1.3342323630915076
337920,Blind and Shade Manufacturing,933,933,933,933,933,933,933,933,933,0.9766597639769321,1.3135909490287299
339112,Surgical and Medical Instrument Manufacturing,2636,2636,2636,2636,2636,2636,2636,2636,2636,3.634098634525438,1.5432051583600803
339113,Surgical Appliance and Supplies Manufacturing,2613,2613,2613,2613,2613,2613,2613,2613,2613,2.655694437458444,1.1958635491282639
339114,Dental Equipment and Supplies Manufacturing,832,832,832,832,832,832,832,832,832,2.2250712466147906,1.2770738798042682
339115,Ophthalmic Goods Manufacturing,539,539,539,539,539,539,539,539,539,2.97459238794982,1.4307197634421824
339116,Dental Laboratories,6445,6445,6445,6445,6445,6445,6445,6445,6445,1.7611077234148986,0.6472296342253681
339910,Jewelry and Silverware Manufacturing,3614,3614,3614,3614,3614,3614,3614,3614,3614,1.6242221365915617,1.0248974883696067
339920,Sporting and Athletic Goods Manufacturing,5967,5967,5967,5967,5967,5967,5967,5967,5967,0.9957758646225565,1.2066913497867062
339930,"Doll, Toy, and Game Manufacturing",2717,2717,2717,2717,2717,2717,2717,2717,2717,0.6879611609037963,1.197071104717907
339940,Office Supplies (except Paper) Manufacturing,1091,1091,1091,1091,1091,1091,1091,1091,1091,1.8058801804669216,1.156622102169786
339950,Sign Manufacturing,16202,16202,16202,16202,16202,16202,16202,16202,16202,1.2472051733173435,0.8575681683607401
339991,"Gasket, Packing, and Sealing Device Manufacturing",231,231,231,231,231,231,231,231,231,11.101471358584607,1.0432431747257769
339992,Musical Instrument Manufacturing,1268,1268,1268,1268,1268,1268,1268,1268,1268,0.6479464949807152,1.2624547148414424
339993,"Fastener, Button, Needle, and Pin Manufacturing",321,321,321,321,321,321,321,321,321,2.8665871619592522,1.2287244401250075
339994,"Broom, Brush, and Mop Manufacturing",130,130,130,130,130,130,130,130,130,8.158363279097028,0.842036292155879
339995,Burial Casket Manufacturing,53,53,53,53,53,53,53,53,53,4.969295556233231,1.3523704491833888
339999,All Other Miscellaneous Manufacturing,27070,27070,27070,27070,27070,27070,27070,27070,27070,0.2878515996391111,1.074448395201125
423110,Automobile and Other Motor Vehicle Merchant Wholesalers,5787,5787,5787,5787,5787,5787,5787,5787,5787,1.487424694374205,1.3482170169241727
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,10468,10468,10468,10468,10468,10468,10468,10468,10468,3.980806341490978,0.6350738072315931
423130,Tire and Tube Merchant Wholesalers,1570,1570,1570,1570,1570,1570,1570,1570,1570,5.599043749581261,0.5180129290007511
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,2835,2835,2835,2835,2835,2835,2835,2835,2835,2.7463078381028048,0.45213272735127197
423210,Furniture Merchant Wholesalers,5553,5553,5553,5553,5553,5553,5553,5553,5553,2.2153433803090605,0.8568331647460588
423220,Home Furnishing Merchant Wholesalers,11129,11129,11129,11129,11129,11129,11129,11129,11129,1.4671189695596705,0.9250508464872832
423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",15537,15537,15537,15537,15537,15537,15537,15537,15537,1.5852271573210608,1.0730353663384449
423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",6967,6967,6967,6967,6967,6967,6967,6967,6967,3.2522363316149745,0.6894427629466726
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",1139,1139,1139,1139,1139,1139,1139,1139,1139,7.651116224109003,0.4295564266557206
423390,Other Construction Material Merchant Wholesalers,2193,2193,2193,2193,2193,2193,2193,2193,2193,2.944780204437322,0.6875987841842001
423410,Photographic Equipment and Supplies Merchant Wholesalers,478,478,478,478,478,478,478,478,478,2.9788642563155507,0.9573376087407774
423420,Office Equipment Merchant Wholesalers,2887,2887,2887,2887,2887,2887,2887,2887,2887,4.4414934009585085,0.8566199223324955
423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,6982,6982,6982,6982,6982,6982,6982,6982,6982,3.3269400515498972,0.8686675798766429
423440,Other Commercial Equipment Merchant Wholesalers,14636,14636,14636,14636,14636,14636,14636,14636,14636,1.152535667142365,0.8237333385739473
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",11362,11362,11362,11362,11362,11362,11362,11362,11362,2.682216019816381,0.8594061792430053
423460,Ophthalmic Goods Merchant Wholesalers,207,207,207,207,207,207,207,207,207,4.5062414103979815,0.9232522047515008
423490,Other Professional Equipment and Supplies Merchant Wholesalers,2333,2333,2333,2333,2333,2333,2333,2333,2333,2.622544835138666,0.8099566694386323
423510,Metal Service Centers and Other Metal Merchant Wholesalers,7429,7429,7429,7429,7429,7429,7429,7429,7429,3.232970042501366,0.9512106016795879
423520,Coal and Other Mineral and Ore Merchant Wholesalers,602,602,602,602,602,602,602,602,602,1.0734623224707325,1.2464232929516585
423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",10968,10968,10968,10968,10968,10968,10968,10968,10968,4.407340193359699,0.6220314332341357
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",2943,2943,2943,2943,2943,2943,2943,2943,2943,1.9905463185918055,0.935925981815672
423690,Other Electronic Parts and Equipment Merchant Wholesalers,8781,8781,8781,8781,8781,8781,8781,8781,8781,3.493574892717739,0.7705603844571276
423710,Hardware Merchant Wholesalers,4102,4102,4102,4102,4102,4102,4102,4102,4102,3.227502395110506,0.7790769669716263
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,4931,4931,4931,4931,4931,4931,4931,4931,4931,5.309147988942095,0.46839875230016964
423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,2939,2939,2939,2939,2939,2939,2939,2939,2939,4.494777781582043,0.5906824878938493
423740,Refrigeration Equipment and Supplies Merchant Wholesalers,1364,1364,1364,1364,1364,1364,1364,1364,1364,3.3467177209691226,0.6169913787585077
423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,5098,5098,5098,5098,5098,5098,5098,5098,5098,3.539637690429644,0.8585022485287364
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,5230,5230,5230,5230,5230,5230,5230,5230,5230,4.044446565426798,0.6073425289559355
423830,Industrial Machinery and Equipment Merchant Wholesalers,22032,22032,22032,22032,22032,22032,22032,22032,22032,3.6766140691681324,0.6910504432125956
423840,Industrial Supplies Merchant Wholesalers,12268,12268,12268,12268,12268,12268,12268,12268,12268,3.300581730088209,0.617040156785007
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,12621,12621,12621,12621,12621,12621,12621,12621,12621,1.7575582646933077,0.7056947863706229
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,3654,3654,3654,3654,3654,3654,3654,3654,3654,2.3516271043225268,0.8676015899763829
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,5915,5915,5915,5915,5915,5915,5915,5915,5915,1.9512141060084103,0.7953651044517768
423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,4444,4444,4444,4444,4444,4444,4444,4444,4444,1.0394285422749818,0.9544804023578763
423930,Recyclable Material Merchant Wholesalers,4439,4439,4439,4439,4439,4439,4439,4439,4439,2.9897013110054074,0.8373243176985898
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",9918,9918,9918,9918,9918,9918,9918,9918,9918,1.0414639971219009,0.7675454656593497
423990,Other Miscellaneous Durable Goods Merchant Wholesalers,44065,44065,44065,44065,44065,44065,44065,44065,44065,0.39526741976829477,0.8683408254900543
424110,Printing and Writing Paper Merchant Wholesalers,555,555,555,555,555,555,555,555,555,3.702253822342448,0.8205943613046986
424120,Stationery and Office Supplies Merchant Wholesalers,4750,4750,4750,4750,4750,4750,4750,4750,4750,1.9451137030715469,0.8622268480437937
424130,Industrial and Personal Service Paper Merchant Wholesalers,2930,2930,2930,2930,2930,2930,2930,2930,2930,2.7028905491137634,1.0261151448081143
424210,Drugs and Druggists' Sundries Merchant Wholesalers,9039,9039,9039,9039,9039,9039,9039,9039,9039,1.4925257166658423,1.1909338330748147
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",3062,3062,3062,3062,3062,3062,3062,3062,3062,2.035958442537231,0.8582879245601377
424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,2521,2521,2521,2521,2521,2521,2521,2521,2521,2.8664904952452357,0.8547258767025412
424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",6268,6268,6268,6268,6268,6268,6268,6268,6268,1.412323396839202,0.9705552766565231
424340,Footwear Merchant Wholesalers,4602,4602,4602,4602,4602,4602,4602,4602,4602,0.8253299236763265,1.0232200580765491
424410,General Line Grocery Merchant Wholesalers,6793,6793,6793,6793,6793,6793,6793,6793,6793,1.8026043078243696,1.352128432709289
424420,Packaged Frozen Food Merchant Wholesalers,594,594,594,594,594,594,594,594,594,4.927059269515176,1.1343793678983887
424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,2058,2058,2058,2058,2058,2058,2058,2058,2058,2.7628183981048977,0.936965959634658
424440,Poultry and Poultry Product Merchant Wholesalers,1054,1054,1054,1054,1054,1054,1054,1054,1054,1.6797737781889752,1.212885869597085
424450,Confectionery Merchant Wholesalers,1468,1468,1468,1468,1468,1468,1468,1468,1468,3.64747718070279,1.018787717927002
424460,Fish and Seafood Merchant Wholesalers,3835,3835,3835,3835,3835,3835,3835,3835,3835,2.0676948189953697,0.9547859995815093
424470,Meat and Meat Product Merchant Wholesalers,1462,1462,1462,1462,1462,1462,1462,1462,1462,4.91688495257748,0.8990745659323822
424480,Fresh Fruit and Vegetable Merchant Wholesalers,3655,3655,3655,3655,3655,3655,3655,3655,3655,3.4026298283638003,1.050953834974235
424490,Other Grocery and Related Products Merchant Wholesalers,16396,16396,16396,16396,16396,16396,16396,16396,16396,1.737172109773382,0.9655282876628922
424510,Grain and Field Bean Merchant Wholesalers,4459,4459,4459,4459,4459,4459,4459,4459,4459,3.421735646682262,0.5708133914685536
424520,Livestock Merchant Wholesalers,8796,8796,8796,8796,8796,8796,8796,8796,8796,0.6836615441266072,0.8662382897444327
424590,Other Farm Product Raw Material Merchant Wholesalers,4669,4669,4669,4669,4669,4669,4669,4669,4669,0.37149856556232985,1.0473628624506173
424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,1023,1023,1023,1023,1023,1023,1023,1023,1023,4.9623716939921945,0.5505304869936859
424690,Other Chemical and Allied Products Merchant Wholesalers,6492,6492,6492,6492,6492,6492,6492,6492,6492,2.973579118237827,0.8200401469832339
424710,Petroleum Bulk Stations and Terminals,944,944,944,944,944,944,944,944,944,6.194641553076659,0.5020985871720471
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),7472,7472,7472,7472,7472,7472,7472,7472,7472,2.726388905805186,0.7618328603381677
424810,Beer and Ale Merchant Wholesalers,955,955,955,955,955,955,955,955,955,8.292253131383804,1.107564335666038
424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,5281,5281,5281,5281,5281,5281,5281,5281,5281,2.4404277003470267,0.77354974357386
424910,Farm Supplies Merchant Wholesalers,8818,8818,8818,8818,8818,8818,8818,8818,8818,3.896508939415801,0.49860607816081415
424920,"Book, Periodical, and Newspaper Merchant Wholesalers",8645,8645,8645,8645,8645,8645,8645,8645,8645,1.9717459415573077e-7,1.3121571924411568
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",3405,3405,3405,3405,3405,3405,3405,3405,3405,3.517795269458272,0.7848066533162414
424940,Tobacco and Tobacco Product Merchant Wholesalers,4091,4091,4091,4091,4091,4091,4091,4091,4091,0.47332796604023264,1.1805145880382044
424950,"Paint, Varnish, and Supplies Merchant Wholesalers",3246,3246,3246,3246,3246,3246,3246,3246,3246,1.5994889417139346,0.651320993923582
424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,56646,56646,56646,56646,56646,56646,56646,56646,56646,0.2900483945390969,1.0263387634633556
425120,Wholesale Trade Agents and Brokers,580,580,580,580,580,580,580,580,580,2.0812102893810795,0.6734875351778566
441110,New Car Dealers,24721,24721,24721,24721,24721,24721,24721,24721,24721,7.016272159150421,0.8386644996515447
441120,Used Car Dealers,28851,28851,28851,28851,28851,28851,28851,28851,28851,1.2633865169915233,0.6157373179376004
441210,Recreational Vehicle Dealers,2514,2514,2514,2514,2514,2514,2514,2514,2514,2.952620049163894,0.8054940777075497
441222,Boat Dealers,8906,8906,8906,8906,8906,8906,8906,8906,8906,1.6528408641577697,0.6317168676760047
441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",24311,24311,24311,24311,24311,24311,24311,24311,24311,0.7516416369122458,0.878495494881645
441310,Automotive Parts and Accessories Stores,20804,20804,20804,20804,20804,20804,20804,20804,20804,5.481033013255001,0.2676621205708272
441320,Tire Dealers,18293,18293,18293,18293,18293,18293,18293,18293,18293,3.8385341768348153,0.3512318126000288
442110,Furniture Stores,32494,32494,32494,32494,32494,32494,32494,32494,32494,1.6252585562877366,0.8332309915451327
442210,Floor Covering Stores,41159,41159,41159,41159,41159,41159,41159,41159,41159,0.7775160666788002,0.7122503660793879
442291,Window Treatment Stores,5239,5239,5239,5239,5239,5239,5239,5239,5239,1.1127030212548574,0.5548335042898539
442299,All Other Home Furnishings Stores,14212,14212,14212,14212,14212,14212,14212,14212,14212,1.5970443112502828,0.9407248705942052
443141,Household Appliance Stores,8299,8299,8299,8299,8299,8299,8299,8299,8299,2.2415861948393294,0.5997637923108411
443142,Electronics Stores,53622,53622,53622,53622,53622,53622,53622,53622,53622,1.0276541747152805,1.0369978137314315
444110,Home Centers,16366,16366,16366,16366,16366,16366,16366,16366,16366,2.2112053772849998,1.7588378564603109
444120,Paint and Wallpaper Stores,11046,11046,11046,11046,11046,11046,11046,11046,11046,1.8369185386025495,0.42456530271883797
444130,Hardware Stores,11835,11835,11835,11835,11835,11835,11835,11835,11835,4.36117265482822,0.5180324410933246
444190,Other Building Material Dealers,21224,21224,21224,21224,21224,21224,21224,21224,21224,1.1722331811673943,0.7109046169556674
444210,Outdoor Power Equipment Stores,2454,2454,2454,2454,2454,2454,2454,2454,2454,3.371761143261938,0.3684999278631981
444220,"Nursery, Garden Center, and Farm Supply Stores",9352,9352,9352,9352,9352,9352,9352,9352,9352,2.5290015124046468,0.6116217452887232
445110,Supermarkets and Other Grocery (except Convenience) Stores,51893,51893,51893,51893,51893,51893,51893,51893,51893,2.3393369494719116,1.6355409958792781
445120,Convenience Stores,28725,28725,28725,28725,28725,28725,28725,28725,28725,4.4353320546629025,0.28170077741842103
445210,Meat Markets,6291,6291,6291,6291,6291,6291,6291,6291,6291,1.964721732164617,0.5466745850746517
445220,Fish and Seafood Markets,2495,2495,2495,2495,2495,2495,2495,2495,2495,1.1630020846557274,0.6850366729569937
445230,Fruit and Vegetable Markets,5646,5646,5646,5646,5646,5646,5646,5646,5646,0.9036014407873151,0.9650587975978849
445291,Baked Goods Stores,26094,26094,26094,26094,26094,26094,26094,26094,26094,2.2421348463743946,0.5734383763279762
445292,Confectionery and Nut Stores,8272,8272,8272,8272,8272,8272,8272,8272,8272,1.1074764874447285,0.6604237458508575
445299,All Other Specialty Food Stores,19319,19319,19319,19319,19319,19319,19319,19319,19319,1.3469956629909576,0.6527089855400843
445310,"Beer, Wine, and Liquor Stores",25823,25823,25823,25823,25823,25823,25823,25823,25823,2.014303827343097,0.39754481591539736
446110,Pharmacies and Drug Stores,18347,18347,18347,18347,18347,18347,18347,18347,18347,9.490457508891978,0.24486266376793492
446120,"Cosmetics, Beauty Supplies, and Perfume Stores",14577,14577,14577,14577,14577,14577,14577,14577,14577,1.6047934920003177,0.720911867295217
446130,Optical Goods Stores,12781,12781,12781,12781,12781,12781,12781,12781,12781,2.4182224949614524,0.43599288833299865
446191,Food (Health) Supplement Stores,13363,13363,13363,13363,13363,13363,13363,13363,13363,1.4210245518013829,0.6039791701827194
446199,All Other Health and Personal Care Stores,10954,10954,10954,10954,10954,10954,10954,10954,10954,1.681181573722279,0.6511944826925172
447110,Gasoline Stations with Convenience Stores,558,558,558,558,558,558,558,558,558,6.28211849803656,0.6189092483753807
447190,Other Gasoline Stations,41847,41847,41847,41847,41847,41847,41847,41847,41847,3.4609359734455905,0.4009259128250312
448110,Men's Clothing Stores,6506,6506,6506,6506,6506,6506,6506,6506,6506,3.7961531577253127,0.6304457227098206
448120,Women's Clothing Stores,72736,72736,72736,72736,72736,72736,72736,72736,72736,1.0389524438403903,0.7392350633803286
448130,Children's and Infants' Clothing Stores,4124,4124,4124,4124,4124,4124,4124,4124,4124,3.961124669598214,0.43939575092154365
448140,Family Clothing Stores,14738,14738,14738,14738,14738,14738,14738,14738,14738,2.1098768628702143,1.2324602925739347
448150,Clothing Accessories Stores,14689,14689,14689,14689,14689,14689,14689,14689,14689,1.1819724755361678,0.7468981485813855
448190,Other Clothing Stores,15331,15331,15331,15331,15331,15331,15331,15331,15331,1.4354933673552295,0.7117111925414064
448210,Shoe Stores,11139,11139,11139,11139,11139,11139,11139,11139,11139,4.086515028367437,0.3304717783249469
448310,Jewelry Stores,31749,31749,31749,31749,31749,31749,31749,31749,31749,1.6762451066934205,0.4732951955457335
448320,Luggage and Leather Goods Stores,993,993,993,993,993,993,993,993,993,3.9493653821652543,0.3673314299260747
451110,Sporting Goods Stores,42484,42484,42484,42484,42484,42484,42484,42484,42484,1.0289932178333405,0.8757309921085834
451120,"Hobby, Toy, and Game Stores",19884,19884,19884,19884,19884,19884,19884,19884,19884,1.4037753102486032,0.8387251606443895
451130,"Sewing, Needlework, and Piece Goods Stores",10138,10138,10138,10138,10138,10138,10138,10138,10138,0.7538096029930338,0.8548479324783336
451140,Musical Instrument and Supplies Stores,7393,7393,7393,7393,7393,7393,7393,7393,7393,1.3295946803712926,0.7102416880775264
451211,Book Stores,10103,10103,10103,10103,10103,10103,10103,10103,10103,1.773585375001495,0.924511897115371
451212,News Dealers and Newsstands,733,733,733,733,733,733,733,733,733,1.3239568892167866,0.7303478379733862
452210,Department Stores,6453,6453,6453,6453,6453,6453,6453,6453,6453,11.83300169891848,2.4013692616268094
452311,Warehouse Clubs and Supercenters,433,433,433,433,433,433,433,433,433,115.18023448550909,-0.06623688255316536
452319,All Other General Merchandise Stores,26280,26280,26280,26280,26280,26280,26280,26280,26280,3.3859397404963376,0.37038770938682186
453110,Florists,22352,22352,22352,22352,22352,22352,22352,22352,22352,1.7350532804877739,0.43404748215107214
453210,Office Supplies and Stationery Stores,3011,3011,3011,3011,3011,3011,3011,3011,3011,5.669823176907129,0.6589700172037601
453220,"Gift, Novelty, and Souvenir Stores",45904,45904,45904,45904,45904,45904,45904,45904,45904,0.9785419450141493,0.7083199847489594
453310,Used Merchandise Stores,33397,33397,33397,33397,33397,33397,33397,33397,33397,0.6398291345728575,0.9189464354014213
453910,Pet and Pet Supplies Stores,13401,13401,13401,13401,13401,13401,13401,13401,13401,1.5666122017661115,0.888686299108667
453920,Art Dealers,3179,3179,3179,3179,3179,3179,3179,3179,3179,1.2158241142670483,0.5449724031032925
453930,Manufactured (Mobile) Home Dealers,2515,2515,2515,2515,2515,2515,2515,2515,2515,2.6493012549705783,0.5951045545344663
453991,Tobacco Stores,16636,16636,16636,16636,16636,16636,16636,16636,16636,0.9185559891950394,0.44404779542385275
453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),130410,130410,130410,130410,130410,130410,130410,130410,130410,0.6701555869811308,0.8020729198445788
454110,Electronic Shopping and Mail-Order Houses,19619,19619,19619,19619,19619,19619,19619,19619,19619,0.7139667976414782,1.0514927957148756
454210,Vending Machine Operators,8056,8056,8056,8056,8056,8056,8056,8056,8056,0.5902557159861329,1.0700148826545046
454310,Fuel Dealers,7905,7905,7905,7905,7905,7905,7905,7905,7905,3.858773808961658,0.4031508317803663
454390,Other Direct Selling Establishments,24568,24568,24568,24568,24568,24568,24568,24568,24568,0.3521298412125742,0.8978404253507621
481111,Scheduled Passenger Air Transportation,942,942,942,942,942,942,942,942,942,3.2086622981980812,1.7871814587289545
481112,Scheduled Freight Air Transportation,199,199,199,199,199,199,199,199,199,5.580083070585065,1.1053304549601695
481211,Nonscheduled Chartered Passenger Air Transportation,92,92,92,92,92,92,92,92,92,5.399144217616712,0.7594915204309812
481212,Nonscheduled Chartered Freight Air Transportation,37,37,37,37,37,37,37,37,37,8.060690038493586,0.756907088903628
481219,Other Nonscheduled Air Transportation,1604,1604,1604,1604,1604,1604,1604,1604,1604,1.9351182421203714,1.096131799806608
482111,Line-Haul Railroads,1050,1050,1050,1050,1050,1050,1050,1050,1050,4.99102551163033,1.3987572971870492
482112,Short Line Railroads,24,24,24,24,24,24,24,24,24,2.588721591208344,1.080048735297161
483111,Deep Sea Freight Transportation,504,504,504,504,504,504,504,504,504,1.143696272512899,1.613962917076424
483112,Deep Sea Passenger Transportation,138,138,138,138,138,138,138,138,138,4.925820744746528e-7,2.5925122674184804
483113,Coastal and Great Lakes Freight Transportation,219,219,219,219,219,219,219,219,219,3.8530008142146484,0.9908626374779514
483211,Inland Water Freight Transportation,623,623,623,623,623,623,623,623,623,1.3269774273503585,1.3649341382435523
483212,Inland Water Passenger Transportation,274,274,274,274,274,274,274,274,274,1.8102620630550876,1.2928738986869701
484110,"General Freight Trucking, Local",138006,138006,138006,138006,138006,138006,138006,138006,138006,0.2233507742494105,1.041087888123002
484121,"General Freight Trucking, Long-Distance, Truckload",26951,26951,26951,26951,26951,26951,26951,26951,26951,1.7316088122186115,1.2619564601165654
484122,"General Freight Trucking, Long-Distance, Less Than Truckload",202,202,202,202,202,202,202,202,202,11.646685178157519,1.0728355642506378
484210,Used Household and Office Goods Moving,5196,5196,5196,5196,5196,5196,5196,5196,5196,2.9303999047937364,0.8342335538203817
484220,"Specialized Freight (except Used Goods) Trucking, Local",7539,7539,7539,7539,7539,7539,7539,7539,7539,2.1114467100926504,0.8643336740038198
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",2739,2739,2739,2739,2739,2739,2739,2739,2739,2.3092346590450195,1.18524008567509
485111,Mixed Mode Transit Systems,4852,4852,4852,4852,4852,4852,4852,4852,4852,0.4761197714600708,1.3385251539410097
485112,Commuter Rail Systems,94,94,94,94,94,94,94,94,94,2.415596831503337,2.269727974202148
485113,Bus and Other Motor Vehicle Transit Systems,538,538,538,538,538,538,538,538,538,4.62241302290935,1.912439760089713
485119,Other Urban Transit Systems,55,55,55,55,55,55,55,55,55,1.743224027922409,1.69444792713257
485210,Interurban and Rural Bus Transportation,483,483,483,483,483,483,483,483,483,4.660474894451411,1.1883446789175383
485310,Taxi Service,9083,9083,9083,9083,9083,9083,9083,9083,9083,0.7328833766281613,0.9795280398800968
485320,Limousine Service,13773,13773,13773,13773,13773,13773,13773,13773,13773,1.0839229345321657,0.8583624839782713
485410,School and Employee Bus Transportation,575,575,575,575,575,575,575,575,575,20.52337177308325,0.7234508845358338
485510,Charter Bus Industry,2439,2439,2439,2439,2439,2439,2439,2439,2439,1.6119884183630362,1.2975222492124892
485999,All Other Transit and Ground Passenger Transportation,3808,3808,3808,3808,3808,3808,3808,3808,3808,1.4761883057653895,1.0819199705496434
486110,Pipeline Transportation of Crude Oil,367,367,367,367,367,367,367,367,367,4.480381621073779,0.9394355086376006
486210,Pipeline Transportation of Natural Gas,723,723,723,723,723,723,723,723,723,6.36466181738497,0.8494795850832184
486910,Pipeline Transportation of Refined Petroleum Products,153,153,153,153,153,153,153,153,153,5.914510240722325,0.8005025223047109
486990,All Other Pipeline Transportation,129,129,129,129,129,129,129,129,129,2.197525340897257,1.1629132404683817
487110,"Scenic and Sightseeing Transportation, Land",242,242,242,242,242,242,242,242,242,1.6431131912861034,1.2537656563217752
487210,"Scenic and Sightseeing Transportation, Water",281,281,281,281,281,281,281,281,281,3.1805159067222855,1.1846801383517787
487990,"Scenic and Sightseeing Transportation, Other",269,269,269,269,269,269,269,269,269,0.6008085036046394,1.6153292182243595
488111,Air Traffic Control,108,108,108,108,108,108,108,108,108,33.362457206284915,0.5357274140924371
488119,Other Airport Operations,11216,11216,11216,11216,11216,11216,11216,11216,11216,0.21770000047981677,1.4566968090832244
488190,Other Support Activities for Air Transportation,2345,2345,2345,2345,2345,2345,2345,2345,2345,2.476433953669323,1.1319523795823665
488210,Support Activities for Rail Transportation,14010,14010,14010,14010,14010,14010,14010,14010,14010,0.8832578922621905,1.0101990221068258
488310,Port and Harbor Operations,110,110,110,110,110,110,110,110,110,3.3759477757532084,1.1408220416307149
488320,Marine Cargo Handling,412,412,412,412,412,412,412,412,412,6.03934883167305,1.029047878221463
488330,Navigational Services to Shipping,1012,1012,1012,1012,1012,1012,1012,1012,1012,2.2325568470254478,1.0894683890363037
488390,Other Support Activities for Water Transportation,1140,1140,1140,1140,1140,1140,1140,1140,1140,0.6375500963535156,1.1225237324251798
488410,Motor Vehicle Towing,18960,18960,18960,18960,18960,18960,18960,18960,18960,1.414938618268126,0.5485818249318685
488490,Other Support Activities for Road Transportation,4619,4619,4619,4619,4619,4619,4619,4619,4619,0.8968822084367278,1.26328671630472
488510,Freight Transportation Arrangement,27555,27555,27555,27555,27555,27555,27555,27555,27555,1.9360529772602608,0.9616269681995624
488991,Packing and Crating,805,805,805,805,805,805,805,805,805,3.1669301014990205,1.022345495135234
488999,All Other Support Activities for Transportation,122009,122009,122009,122009,122009,122009,122009,122009,122009,0.06833118336889762,0.770192258514726
491110,Postal Service,9022,9022,9022,9022,9022,9022,9022,9022,9022,6.502364945064508,0.9044546339364924
492110,Couriers and Express Delivery Services,5455,5455,5455,5455,5455,5455,5455,5455,5455,0.9513398770242935,1.3203758694231507
492210,Local Messengers and Local Delivery,2885,2885,2885,2885,2885,2885,2885,2885,2885,0.8921346374027976,2.1345587401853674
493110,General Warehousing and Storage,17549,17549,17549,17549,17549,17549,17549,17549,17549,0.6610047022753862,1.5992705617391028
493120,Refrigerated Warehousing and Storage,443,443,443,443,443,443,443,443,443,9.907800216236222,0.7428331216052952
493130,Farm Product Warehousing and Storage,456,456,456,456,456,456,456,456,456,4.540453291778249,0.5232637270142777
493190,Other Warehousing and Storage,8393,8393,8393,8393,8393,8393,8393,8393,8393,0.40711412315722517,1.2526918071729605
511110,Newspaper Publishers,5543,5543,5543,5543,5543,5543,5543,5543,5543,4.124489958993514,1.1463749595940307
511120,Periodical Publishers,2772,2772,2772,2772,2772,2772,2772,2772,2772,3.467059520257906,1.064651171583939
511130,Book Publishers,3925,3925,3925,3925,3925,3925,3925,3925,3925,1.0863928253413182,1.3777400744031187
511140,Directory and Mailing List Publishers,289,289,289,289,289,289,289,289,289,3.7670406439496986,1.2411653597874017
511191,Greeting Card Publishers,258,258,258,258,258,258,258,258,258,0.6097804668388563,1.6280855204298845
