PARCELID,FEDERAL_ID,STATE_ID,NAME,Population,ADDRESS,CITY,ZIPCODE,COUNTY,PHONE,TYPE,OWNER,OPERATING,OP_CLASS,YR_BUILT,FSOURCE,DATASOURCE,PROGRAMS,GRADES,LOW_GRADE,HIGH_GRADE,PRINCIPAL,ENROLLMENT,TEACHERS,STDTCH_RT,MIGRNT_STD,TITLE1SCHO,MAGNETINFO,COMMENTS,FREE_LUNCH,REDUCED_LU,FISH_FAC1,FISH_FAC2,BBSERVICE,BBPROVIDER,BBSPEED,DSTREAMSPD,FDOE_MSID,NCES_PUB,NCES_PRIV,FDOE_PRV,LAT_DD,LONG_DD,MGRS,GCID,ACRES,DESCRIPT,FLAG,UPDATE_DAY,FGDLAQDATE,AUTOID,AGELO,AGEHI,n
7.44343E+16,NA,NA,LINCOLN CULINARY INSTITUTE,300,2400 METROCENTRE BLVD E,WEST PALM BEACH,33407,PALM BEACH,561-842-2433,COLLEGE/UNIVERSITY,NEW ENGLAND INSTITUTE OF,PRIVATE,PRIVATE,1992,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,26.75702942,-80.09233511,17RNK9024959846,2254,3.99685543,LINCOLN CULINARY INSTITUTE,V,7/29/2016,9/15/2017,2414,19,35,2
1.9213E+16,439437,NA,LINCOLN TECHNICAL INSTITUTE-FERN PARK,242,7275 ESTAPONA CIRCLE,FERN PARK,32730,SEMINOLE,NA,COLLEGE/UNIVERSITY,CMS EDU FERN PARK LP C/O CMS A,PRIVATE,PRIVATE,1988,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,242,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,28.65364965,-81.34631584,17RMM6615769663,6703,3.55578163,LINCOLN TECHNICAL INSTITUTE-FERN PARK,V,3/29/2016,9/15/2017,6867,19,35,1
6.42471E+15,132657,NA,LYNN UNIVERSITY,3000,3601 N MILITARY TRL,BOCA RATON,33431,PALM BEACH,561-237-7000,COLLEGE/UNIVERSITY,LYNN UNIVERSITY INC,PRIVATE,PRIVATE,1966,GEOPLAN,PALM BEACH COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,26.38455506,-80.12555296,17RNK8722818568,2259,114.9856752,LYNN UNIVERSITY,V,8/29/2001,9/15/2017,2419,19,35,1
1.4105E+11,451103,NA,MANAGEMENT RESOURCES COLLEGE,,550 NW LEJEUNE ROAD,MIAMI,33126,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,BIG BROTHERS BIG SISTERS OF MI,PRIVATE,PRIVATE,1971,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,708,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.77737867,-80.26425351,17RNJ7377151236,6704,1.2750668,MANAGEMENT RESOURCES COLLEGE,V,3/29/2016,9/15/2017,6868,19,35,1
3.04922E+12,436702,NA,MATTIA COLLEGE,90,13926 SW 47TH STREET,MIAMI,33175,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,REFERENCE ONLY,PRIVATE,PRIVATE,0,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,965,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.72287146,-80.41946717,17RNJ5823545122,6705,0.33767197,MATTIA COLLEGE,V,3/29/2016,9/15/2017,6869,19,35,3
3.03026E+12,43670201,NA,MATTIA COLLEGE - DOEAL CAMPUS,875,7265 NORTH WEST 25 STREET,MIAMI,33122,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,BISCAY HOLDINGS LTD,PRIVATE,PRIVATE,1987,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.79783209,-80.31464409,17RNJ6870753474,6706,3.2957914,MATTIA COLLEGE - DOEAL CAMPUS,V,3/29/2016,9/15/2017,6870,19,35,1
4.3433E+14,446400,NA,MCI INSTITUTE OF TECHNOLOGY,146,3650 SHAWNEE AVE.,WEST PALM BEACH,33409,PALM BEACH,NA,COLLEGE/UNIVERSITY,SHAWNEE AVE LLC,PRIVATE,PRIVATE,1985,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,146,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,26.7057368,-80.0972459,17RNK8980154162,6707,2.00103758,MCI INSTITUTE OF TECHNOLOGY,V,3/29/2016,9/15/2017,6871,19,35,1
1.84244E+16,455831,NA,MEDICAL INSTITUTE OF PALM BEACH,172,5821B LAKE WORTH RD,GREENACRES,33463,PALM BEACH,NA,COLLEGE/UNIVERSITY,LIMOCH 19800 WEST DIXIE LLC,PRIVATE,PRIVATE,1988,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,66,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,26.62045818,-80.13495605,17RNK8611444690,6708,3.75545061,MEDICAL INSTITUTE OF PALM BEACH,V,3/29/2016,9/15/2017,6872,19,35,1
4.94219E+11,487843,NA,MED-LIFE INSTITUTE-LAUDERDALE LAKES,30,4000 N. STATE ROAD 7,LAUDERDALE LAKES,33319,BROWARD,NA,COLLEGE/UNIVERSITY,SOPHER INVESTMENTS INC,PRIVATE,PRIVATE,1975,GEOPLAN,NCES 2015-2016 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,26.17511275,-80.20295945,17RNJ7964995321,8580,1.86713188,MED-LIFE INSTITUTE-LAUDERDALE LAKES,V,4/17/2017,9/15/2017,8518,19,35,1
394440004,487834,NA,MED-LIFE INSTITUTE-NAPLES,30,4103 TAMIAMI TRAIL E,NAPLES,34113,COLLIER,NA,COLLEGE/UNIVERSITY,PATRIOT SQUARE LLC,PRIVATE,PRIVATE,1983,GEOPLAN,NCES 2015-2016 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,26.11667547,-81.75562876,17RMJ2445288824,8591,2.71958681,MED-LIFE INSTITUTE-NAPLES,V,4/17/2017,9/15/2017,8528,19,35,1
3.12216E+14,481632,NA,MEDTECH INSTITUTE-ORLANDO CAMPUS,600,2000 N. ALAFAYA TRAIL,ORLANDO,32826,ORANGE,NA,COLLEGE/UNIVERSITY,ALAFAYA CORPORATE CENTER LC,PRIVATE,PRIVATE,2003,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,411,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,28.57118994,-81.20861186,17RMM7959860496,6709,4.7184878,MEDTECH INSTITUTE-ORLANDO CAMPUS,V,3/29/2016,9/15/2017,6873,19,35,4
1.4114E+11,419217,NA,MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING,117,3663 S MIAMI AVE,MIAMI,33133,MIAMI-DADE,305-285-2777X3251,COLLEGE/UNIVERSITY,PLANTATION GENERAL HOSPITAL L,PRIVATE,PRIVATE,1947,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,90,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,25.73994569,-80.2138425,17RNJ7885147120,5689,39.07825744,MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING,V,5/14/2012,9/15/2017,5551,19,35,1
187140004,244279,NA,MERIDIAN COLLEGE,233,7020 PROFESSIONAL PKWY E,SARASOTA,34240,SARASOTA,NA,COLLEGE/UNIVERSITY,LAKEWOOD RANCH PROPERTIES LLC,PRIVATE,PRIVATE,2001,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,182,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,27.3807039,-82.42530513,17RLL5905929409,6710,3.27493804,MERIDIAN COLLEGE,V,3/29/2016,9/15/2017,6874,19,35,1
1.3125E+11,428000,NA,MIAMI AD SCHOOL-WYNWOOD,141,571 NW 28TH ST,MIAMI,33127,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,ADVERTISING DESIGN EDUCATION C,PRIVATE,PRIVATE,1973,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,141,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.80297148,-80.20478853,17RNJ7971754105,6711,1.17537551,MIAMI AD SCHOOL-WYNWOOD,V,3/29/2016,9/15/2017,6875,19,35,1
4.3002E+11,NA,NA,MIAMI DADE COLLEGE - HIALEAH CAMPUS,858,1776 W 49TH ST,HIALEAH,33012,MIAMI-DADE,305-237-8700,COLLEGE/UNIVERSITY,MIAMI DADE COLLEGE,STATE,PUBLIC,1971,GEOPLAN,FDOE COLLEGE 2012,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,(FORMERLY MIAMI DADE COLLEGE),0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,25.86611053,-80.3188076,17RNJ6825061034,3658,8.45600095,MIAMI DADE COLLEGE - HIALEAH CAMPUS,V,5/14/2012,9/15/2017,3800,19,35,10
1.07918E+12,NA,NA,MIAMI DADE COLLEGE - HOMESTEAD CAMPUS,1930,500 COLLEGE TER,HOMESTEAD,33030,MIAMI-DADE,305-237-5000,COLLEGE/UNIVERSITY,MIAMI DADE COLLEGE,STATE,PUBLIC,1964,GEOPLAN,MIAMI-DADE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,25.4742633,-80.47442885,17RNJ5283017568,4870,18.29792547,MIAMI DADE COLLEGE - HOMESTEAD CAMPUS,V,5/14/2012,9/15/2017,4744,19,35,10
1.41031E+11,NA,NA,MIAMI DADE COLLEGE - INTERAMERICAN CENTER,429,627 SW 27TH AVE,MIAMI,33135,MIAMI-DADE,305-237-6000,COLLEGE/UNIVERSITY,MIAMI DADE COLLEGE,STATE,PUBLIC,0,GEOPLAN,MIAMI-DADE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,25.76639825,-80.23815604,17RNJ7639550035,3762,5.28870311,MIAMI DADE COLLEGE - INTERAMERICAN CENTER,V,5/14/2012,9/15/2017,3625,19,35,10
1.4104E+11,NA,NA,MIAMI DADE COLLEGE - JOHN J KOUBEK MEMORIAL CENTER,,2705 SW 3RD ST,MIAMI,33135,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,MIAMI DADE COLLEGE,STATE,PUBLIC,1929,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,25.76979564,-80.23955457,17RNJ7625350411,2906,1.69635172,MIAMI DADE COLLEGE - JOHN J KOUBEK MEMORIAL CENTER,V,5/14/2012,9/15/2017,2772,19,35,10
1.3135E+11,NA,NA,MIAMI DADE COLLEGE - MEDICAL CENTER CAMPUS,461,950 NW 20TH ST,MIAMI,33136,MIAMI-DADE,305-237-2000,COLLEGE/UNIVERSITY,MIAMI DADE COLLEGE,STATE,PUBLIC,1977,GEOPLAN,MIAMI-DADE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,25.79461702,-80.21024301,17RNJ7917653177,3705,3.98785407,MIAMI DADE COLLEGE - MEDICAL CENTER CAMPUS,V,5/14/2012,9/15/2017,3847,19,35,10
1.0108E+11,135717,NA,MIAMI DADE COLLEGE - MITCHELL WOLFSON CAMPUS,1609,300 NE 2ND AVE,MIAMI,33132,MIAMI-DADE,305-237-3000,COLLEGE/UNIVERSITY,MIAMI DADE COLLEGE,STATE,PUBLIC,0,GEOPLAN,MIAMI-DADE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,25.77766099,-80.19078683,17RNJ8113851311,3776,17.17985372,MIAMI DADE COLLEGE - MITCHELL WOLFSON CAMPUS,V,5/14/2012,9/15/2017,3639,19,35,10
3.02133E+12,NA,NA,MIAMI DADE COLLEGE - NORTH CAMPUS,26274,11380 NW 27TH AVE,MIAMI,33167,MIAMI-DADE,305-237-1000,COLLEGE/UNIVERSITY,MIAMI DADE COLLEGE,STATE,PUBLIC,0,GEOPLAN,MIAMI-DADE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,25.87694581,-80.24639668,17RNJ7549962273,3701,237.539146,MIAMI DADE COLLEGE - NORTH CAMPUS,V,5/14/2012,9/15/2017,3843,19,35,10
1.3114E+11,NA,NA,MIAMI DADE COLLEGE - NORTH CAMPUS - CARRIE P MEEK ENTREPRENEURIAL EDUCATION CENTER,2500,6300 NW 7 AVE,MIAMI,33150,MIAMI-DADE,305-237-1900,COLLEGE/UNIVERSITY,MIAMI DADE COLLEGE,STATE,PUBLIC,1989,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.83343814,-80.20883317,17RNJ7929157477,7353,0.56660909,MIAMI DADE COLLEGE - NORTH CAMPUS - CARRIE P MEEK ENTREPRENEURIAL EDUCATION CENTER,V,7/29/2016,9/15/2017,7488,19,35,10
3.05006E+12,NA,NA,MIAMI DADE COLLEGE - SOUTH CAMPUS,19840,11011 SW 104TH ST,MIAMI,33176,MIAMI-DADE,305-237-0651,COLLEGE/UNIVERSITY,MIAMI DADE COLLEGE,STATE,PUBLIC,1965,GEOPLAN,MIAMI-DADE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,25.67448961,-80.37297614,17RNJ6292439786,4896,178.4883961,MIAMI DADE COLLEGE - SOUTH CAMPUS,V,5/14/2012,9/15/2017,4770,19,35,10
3.5303E+12,NA,NA,MIAMI DADE COLLEGE - WEST CAMPUS,1072,3800 NW 115 AVE,DORAL,33178,MIAMI-DADE,305-237-8000,COLLEGE/UNIVERSITY,MIAMI DADE COLLEGE,STATE,PUBLIC,2003,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.80843153,-80.38464417,17RNJ6168454613,7343,9.86380076,MIAMI DADE COLLEGE - WEST CAMPUS,V,7/29/2016,9/15/2017,7478,19,35,10
1.0207E+11,480851,NA,MIAMI MEDIA SCHOOL,105,901 SOUTH MIAMI AVE. SUITE 300,MIAMI,33130,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,BRICKELL MAIN STREET LLLP,PRIVATE,PRIVATE,2006,GEOPLAN,NCES 2015-2016 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.76497875,-80.19381034,17RNJ8084349904,8575,0.74818242,MIAMI MEDIA SCHOOL,V,4/17/2017,9/15/2017,8513,19,35,1
3.53028E+12,461883,NA,MILLENNIA ATLANTIC UNIVERSITY,83,3801 NW 97TH AVENUE,DORAL,33178,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,SANZ & TANGUAY PROPERTIES LLC,PRIVATE,PRIVATE,2008,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,239,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.80811686,-80.35277355,17RNJ6487954594,6712,0.93456203,MILLENNIA ATLANTIC UNIVERSITY,V,3/29/2016,9/15/2017,6876,19,35,1
4.20351E+11,483470,NA,MORE TECH INSTITUTE,83,5352 W 16 AVE,HIALEAH,33012,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,NIMA PLAZA LLC,PRIVATE,PRIVATE,1979,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,67,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.87104849,-80.31692717,17RNJ6843661581,6713,1.4840115,MORE TECH INSTITUTE,V,3/29/2016,9/15/2017,6877,19,35,1
16 30 05 70920 300 1405,378956,NA,NATIONAL AVIATION ACADEMY,680,6225 ULMERTON ROAD,CLEARWATER,33760,PINELLAS,727-531-2080X10,COLLEGE/UNIVERSITY,"SCHMIDT, ROBERT E JR",PRIVATE,PRIVATE,1960,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,553,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,27.89486459,-82.72133351,17RLL3057686747,5449,1.67831364,NATIONAL AVIATION ACADEMY,V,5/14/2012,9/15/2017,5221,19,35,1
4.94216E+11,NA,NA,NATIONAL BIBLE COLLEGE,500,4701 NW 11TH AVE,FORT LAUDERDALE,33309,BROWARD,954-776-0203,COLLEGE/UNIVERSITY,TWIN LAKES BAPTIST CHURCH,PRIVATE,PRIVATE,1967,GEOPLAN,FDOE COLLEGE 2007,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,26.18497068,-80.15871363,17RNJ8406496441,1123,1.24816536,NATIONAL BIBLE COLLEGE,V,11/6/2007,9/15/2017,1146,19,35,1
2.92212E+14,488280,NA,NATIONAL PERSONAL TRAINING INSTITUTE,500,809 SOUTH ORLANDO AVENUE,WINTER PARK,32789,ORANGE,NA,COLLEGE/UNIVERSITY,WPBC PARTNERS LLC,PRIVATE,PRIVATE,1981,GEOPLAN,NCES 2015-2016 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,28.59045483,-81.36782991,17RMM6403362668,8560,2.94611948,NATIONAL PERSONAL TRAINING INSTITUTE,V,4/17/2017,9/15/2017,8499,19,35,1
1110002,262129,NA,NEW COLLEGE OF FLORIDA,838,5800 BAYSHORE RD,SARASOTA,34243,SARASOTA,941-487-5000,COLLEGE/UNIVERSITY,NEW COLLEGE OF FLORIDA,STATE,PUBLIC,1989,GEOPLAN,FDOE COLLEGE 2012,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,27.38344413,-82.55841989,17RLL4589829870,3453,170.3841669,NEW COLLEGE OF FLORIDA,V,5/14/2012,9/15/2017,3588,19,35,1
1.4105E+11,434469,NA,NEW PROFESSIONS TECHNICAL INSTITUTE,58,4000 W FLAGLER ST,MIAMI,33134,MIAMI-DADE,305-461-2223,COLLEGE/UNIVERSITY,L P INVESTMENTS & ENTERPRISES,PRIVATE,PRIVATE,1987,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,382,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,25.7714341,-80.26185327,17RNJ7401650579,5674,0.53673827,NEW PROFESSIONS TECHNICAL INSTITUTE,V,5/14/2012,9/15/2017,5536,19,35,1
21-1N-09-3863-001-000,136145,NA,NORTH FLORIDA COMMUNITY COLLEGE - MAIN CAMPUS,1255,325 NW TURNER DAVIS DR,MADISON,32340,MADISON,850-973-1622,COLLEGE/UNIVERSITY,NORTHWEST FLORIDA STATE COLLEGE,STATE,PUBLIC,1988,GEOPLAN,MADISON COUNTY P.A.,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,(FORMERLY NORTH FLORIDA COMMUNITY COLLEGE),0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,30.47523778,-83.41996028,17RKP6768773937,4152,151.6277416,NORTH FLORIDA COMMUNITY COLLEGE - MAIN CAMPUS,V,5/14/2012,9/15/2017,4291,19,35,8
27-3N-19-19000-027-0000,NA,NA,NORTHWEST FLORIDA STATE COLLEGE - CHAUTAUQUA CAMPUS,128,908 US HIGHWAY 90 W,DEFUNIAK SPRINGS,32433,WALTON,850-892-8100,COLLEGE/UNIVERSITY,NORTHWEST FLORIDA STATE COLLEGE,STATE,PUBLIC,1971,GEOPLAN,WALTON COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,(FORMERLY OKALOOSA-WALTON COLLEGE),0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,30.72853749,-86.13315055,16REU8299099839,1187,10.70419651,NORTHWEST FLORIDA STATE COLLEGE - CHAUTAUQUA CAMPUS,V,5/14/2012,9/15/2017,1210,19,35,8
24-1S-23-0000-0001-0000,NA,NA,NORTHWEST FLORIDA STATE COLLEGE - EGLIN CENTER,58,502 WEST D AVE,EGLIN AFB,32542,OKALOOSA,850-678-1717,COLLEGE/UNIVERSITY,NORTHWEST FLORIDA STATE COLLEGE,STATE,PUBLIC,1995,GEOPLAN,FDOE COLLEGE 2016,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,30.48052159,-86.508181,16REU4720572136,7290,4.90048652,NORTHWEST FLORIDA STATE COLLEGE - EGLIN CENTER,V,3/29/2016,9/15/2017,7425,19,35,8
33-1S-24-0000-0015-0010,NA,NA,NORTHWEST FLORIDA STATE COLLEGE - FORT WALTON BEACH CAMPUS,1827,1170 MARTIN LUTHER KING JR BLVD,FORT WALTON BEACH,32547,OKALOOSA,NA,COLLEGE/UNIVERSITY,NORTHWEST FLORIDA STATE COLLEGE,STATE,PUBLIC,1992,GEOPLAN,OKALOOSA COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,(FORMERLY OWCC/UWF FWB CAMPUS),0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,30.45415833,-86.6529638,16REU3331769163,5427,153.1264522,NORTHWEST FLORIDA STATE COLLEGE - FORT WALTON BEACH CAMPUS,V,5/14/2012,9/15/2017,5338,19,35,8
18-2S-24-0000-0001-0000,NA,NA,NORTHWEST FLORIDA STATE COLLEGE - HURLBURT FIELD CENTER,31,221 LUKASIK AVE,HURLBURT FIELD,32544,OKALOOSA,850-884-6296,COLLEGE/UNIVERSITY,NORTHWEST FLORIDA STATE COLLEGE,STATE,PUBLIC,0,GEOPLAN,FDOE COLLEGE 2016,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,30.41971725,-86.6984499,16REU2896165334,7291,2.61007696,NORTHWEST FLORIDA STATE COLLEGE - HURLBURT FIELD CENTER,V,3/29/2016,9/15/2017,7426,19,35,8
32-1N-22-0000-0001-0000,136233,NA,NORTHWEST FLORIDA STATE COLLEGE - NICEVILLE CAMPUS,3037,100 E COLLEGE BLVD,NICEVILLE,32578,OKALOOSA,850-678-5111,COLLEGE/UNIVERSITY,NORTHWEST FLORIDA STATE COLLEGE,STATE,PUBLIC,1970,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,30.5386024,-86.47487431,16REU5037278587,5429,254.500125,NORTHWEST FLORIDA STATE COLLEGE - NICEVILLE CAMPUS,V,5/14/2012,9/15/2017,5340,19,35,8
17-3N-23-2490-0166-0010,NA,NA,NORTHWEST FLORIDA STATE COLLEGE - ROBERT L. F. SIKES EDUCATION CENTER,85,805 E. HIGHWAY 90,CRESTVIEW,32539,OKALOOSA,850-689-7911,COLLEGE/UNIVERSITY,NORTHWEST FLORIDA STATE COLLEGE,STATE,PUBLIC,1976,GEOPLAN,FDOE COLLEGE 2016,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,30.76200287,-86.56187098,16REV4193003308,7292,7.09835983,NORTHWEST FLORIDA STATE COLLEGE - ROBERT L. F. SIKES EDUCATION CENTER,V,3/29/2016,9/15/2017,7427,19,35,8
31-2S-19-24000-001-0021,NA,NA,NORTHWEST FLORIDA STATE COLLEGE SOUTH WALTON CENTER,330,109 GREENWAY TRL,SANTA ROSA BEACH,32459,WALTON,850-267-2888,COLLEGE/UNIVERSITY,NORTHWEST FLORIDA STATE COLLEGE,STATE,PUBLIC,2009,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,30.37152795,-86.18268233,16REU7853460238,7321,27.68913627,NORTHWEST FLORIDA STATE COLLEGE SOUTH WALTON CENTER,V,7/29/2016,9/15/2017,7456,19,35,8
5.04122E+11,136215,NA,NOVA SOUTH EASTERN UNIVERSITY,19796,3301 COLLEGE AVE,FORT LAUDERDALE,33314,BROWARD,954-262-7300,COLLEGE/UNIVERSITY,NOVA SOUTHEASTERN UNIVERSITY I,PRIVATE,PRIVATE,1997,GEOPLAN,BROWARD COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,26.07802782,-80.24295771,17RNJ7571484545,372,232.0474488,NOVA SOUTH EASTERN UNIVERSITY,V,8/21/2003,9/15/2017,290,19,35,2
