X1,serial,x,y,naics,street,city,state,zip,naics_essential_classification,naics_classification_notes
223497,223497,-82.3384125,29.676348,511120,2603 NW 13TH ST,GAINESVILLE,FL,32609,Essential*,Employees necessary to maintain news and media operations across various media (pg. 11)
223523,223523,-82.278594,29.705346,611110,3700 NE 53RD AVE,GAINESVILLE,FL,32609,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
223544,223544,-82.4518183895573,29.6628246931702,561499,10240 NW 11TH LANE,GAINESVILLE,FL,32606,Essential*,Anything needed to support continuation of essential services
223583,223583,-82.438623,29.60532,0,5231 SW 91ST DRIVE,GAINESVILLE,FL,32608,NA,NA
223590,223590,-82.3142115,29.649762,561990,925 SE 2ND AVE,GAINESVILLE,FL,32601,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
223597,223597,-82.6071435,29.809305,561710,16782 NW STATE ROAD 45,HIGH SPRINGS,FL,32643,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
223622,223622,-82.1936025,29.654514,238330,11809 NE 4TH AVE,GAINESVILLE,FL,32641,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
223647,223647,-82.368234,29.654109,541820,3028 NW 2ND AVE,GAINESVILLE,FL,32607,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
223650,223650,-82.34271,29.639799,621111,1600 SW ARCHER ROAD,GAINESVILLE,FL,32610,Essential,(pg. 1)
223660,223660,-82.4922315,29.653083,813910,101 SW 140TH TERRACE,NEWBERRY,FL,32669,Essential*,Anything needed to support continuation of essential services
223682,223682,-82.4112143110855,29.6632786167804,621111,1179 NW 64TH TERRACE,GAINESVILLE,FL,32605,Essential,(pg. 1)
223689,223689,-82.362402,29.698029,238330,2704 NW 47TH AVE,GAINESVILLE,FL,32605,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
223728,223728,-82.1950605,29.601018,921120,11700 SE HAWTHORNE ROAD,GAINESVILLE,FL,32641,Essential,(pg. 14)
223747,223747,-82.324773,29.650815,541110,1 SE 1ST AVE,GAINESVILLE,FL,32601,Essential,(pg.15)
223750,223750,-82.360773,29.621637,444110,3211 SW 26TH TERRACE,GAINESVILLE,FL,32608,Essential,(pg.17)
223772,223772,-82.411083,29.675844,621111,2427 NW 64TH TERRACE,GAINESVILLE,FL,32606,Essential,(pg. 1)
223801,223801,-82.329264,29.654775,541921,418 NW 4TH AVE,GAINESVILLE,FL,32601,Nonessential,NA
223819,223819,-82.3879875670844,29.673787678897,722515,4216 NW 16TH BLVD,GAINESVILLE,FL,32605,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
223876,223876,-82.607004,29.646099,621111,50 SOUTH MAIN ST,NEWBERRY,FL,32669,Essential,(pg. 1)
223892,223892,-82.363401,29.698587,541990,4736 NW 27TH TERRACE,GAINESVILLE,FL,32605,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
223915,223915,-82.4395005,29.609712,531110,9149 SW 47TH PLACE,GAINESVILLE,FL,32608,Essential,(pg. 14)
223947,223947,-82.3010805,29.812959,561720,17204 NE 21ST ST,GAINESVILLE,FL,32609,Essential,Definitely essential in hospitals
223951,223951,-82.4244179540633,29.6535062853562,621399,114 NW 76TH DRIVE,GAINESVILLE,FL,32607,Essential,(pg. 1)
223958,223958,-82.420632,29.653857,812910,7314 WEST UNIVERSITY AVE B,GAINESVILLE,FL,32607,Nonessential,NA
223970,223970,-82.339533,29.671335,519120,2002 NW 13TH ST 320,GAINESVILLE,FL,32609,Nonessential,NA
223972,223972,-82.376793,29.701386,442291,5029 NW 36TH DRIVE,GAINESVILLE,FL,32605,Nonessential,NA
224001,224001,-82.5339015,29.908062,237210,27607 NORTH COUNTY ROAD 1491,ALACHUA,FL,32615,Nonessential,NA
224011,224011,-82.388403,29.690649,541512,4055 NW 43RD ST,GAINESVILLE,FL,32606,Essential,(pg.12)
224013,224013,-82.4094,29.680623,541618,3010 NW 62ND TERRACE,GAINESVILLE,FL,32606,Essential*,Anything needed to support continuation of essential services
224024,224024,-82.440873,29.577168,454390,9210 SW 84TH AVE,GAINESVILLE,FL,32608,Nonessential,NA
224028,224028,-82.6355025,29.820618,541922,27521 NW 182ND AVE,HIGH SPRINGS,FL,32643,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
224040,224040,-82.502424,29.798253,812199,15652 NW US HWY 441 C,ALACHUA,FL,32615,Nonessential,NA
224047,224047,-82.131372,29.698353,238160,4831 NE US HWY 301,HAWTHORNE,FL,32640,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
224057,224057,-82.337751,29.66472,812113,1215 NW 14TH AVE,GAINESVILLE,FL,32601,Nonessential,NA
224079,224079,-82.34181,29.869686,621210,23320 NORTH STATE ROAD 235,BROOKER,FL,32622,Essential,(pg. 1)
224090,224090,-82.3242915,29.662749,532299,1121 NORTH MAIN ST,GAINESVILLE,FL,32601,NA,NA
224096,224096,-82.3765815,29.613114,713950,3705 SW 42ND AVE 1,GAINESVILLE,FL,32608,Nonessential,NA
224133,224133,-82.494081,29.79153,621493,14819 NW 140TH ST,ALACHUA,FL,32615,Essential,(pg. 1)
224150,224150,-82.3595805,29.694033,561499,2512 BIRNAM WOODS WAY,GAINESVILLE,FL,32605,Essential*,Anything needed to support continuation of essential services
224154,224154,-82.383381,29.619387,722513,3960 SW ARCHER ROAD B,GAINESVILLE,FL,32608,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
224174,224174,-82.431252,29.806632,112511,16133 NW 78TH TERRACE,ALACHUA,FL,32615,Essential,(pg. 3)
224204,224204,-82.4250915,29.687103,517919,3715 NW 77TH TERRACE,GAINESVILLE,FL,32606,Essential*,"Used by law enforcement, public safety, medical, energy, public works, critical manufacturing, food & agricultural production, financial services, education, and other critical industries and businesses (pg.13)"
224211,224211,-82.3986315,29.641644,531110,1000 SW 62ND BLVD,GAINESVILLE,FL,32607,Essential,(pg. 14)
224238,224238,-82.567962,29.719719,541310,21219 NW 70TH AVE,ALACHUA,FL,32615,Essential,(pg. 14)
224264,224264,-82.1654415,29.814903,722511,17301 NE US HWY 301,WALDO,FL,32694,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
224269,224269,-82.0989135,29.552355,NA,11106 SE US HWY 301,HAWTHORNE,FL,32640,NA,NA
224319,224319,-82.338723,29.643876,813410,832 WEST PANHELLENIC DRIVE,GAINESVILLE,FL,32601,Nonessential,NA
224337,224337,-82.360062,29.622096,453998,3221 SW 25TH WAY,GAINESVILLE,FL,32608,Nonessential,NA
224343,224343,-82.326933,29.661984,236115,1050 NW 2ND ST,GAINESVILLE,FL,32601,Essential,(pg.15)
224344,224344,-82.4220135,29.634678,621610,2025 SW 75TH ST 30,GAINESVILLE,FL,32607,Essential,(pg. 1)
224353,224353,-82.5415425,29.874213,561591,18625 NW COUNTY ROAD 236,ALACHUA,FL,32615,Nonessential,NA
224367,224367,-82.3763205,29.62647,451120,3548 SW ARCHER ROAD,GAINESVILLE,FL,32608,Nonessential,NA
224398,224398,-82.34271,29.639799,621111,1600 SW ARCHER ROAD 4146,GAINESVILLE,FL,32610,Essential,(pg. 1)
224404,224404,-82.424322,29.65941,238220,7627 WEST NEWBERRY ROAD A,GAINESVILLE,FL,32606,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
224406,224406,-82.3788135,29.623032,541990,3644 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
224437,224437,-82.2978405,29.680065,238160,3003 NE 19TH DRIVE 5,GAINESVILLE,FL,32609,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
224461,224461,-82.334421,29.694942,NA,4333 NW 6TH ST,GAINESVILLE,FL,32609,NA,NA
224485,224485,-82.445013,29.623095,541611,9622 SW 33RD LANE,GAINESVILLE,FL,32608,Essential*,Anything needed to support continuation of essential services
224488,224488,-82.39311,29.68992,621210,4650 NW 39TH PLACE I,GAINESVILLE,FL,32606,Essential,(pg. 1)
224491,224491,-82.371573,29.683638,611110,3401 NW 34TH ST,GAINESVILLE,FL,32605,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
224494,224494,-82.6110141,29.6463499000001,812199,PO BOX 8,NEWBERRY,FL,32669,Nonessential,NA
224534,224534,-82.0925235647583,29.5942487012811,813110,610 NW 3RD AVE,HAWTHORNE,FL,32640,Essential*,For essential support (pg. 14)
224551,224551,-82.2451005,29.675817,813110,2505 NE 69TH TERRACE,GAINESVILLE,FL,32609,Essential*,For essential support (pg. 14)
224554,224554,-82.3109239233576,29.5225196389996,333999,1111 SE WACAHOOTA ROAD,MICANOPY,FL,32667,Essential,(pg.15)
224557,224557,-82.312362,29.679597,517919,2918 NE 11TH DRIVE,GAINESVILLE,FL,32609,Essential*,"Used by law enforcement, public safety, medical, energy, public works, critical manufacturing, food & agricultural production, financial services, education, and other critical industries and businesses (pg.13)"
224565,224565,-82.490454,29.786832,561499,13614 NW 143RD PLACE,ALACHUA,FL,32615,Essential*,Anything needed to support continuation of essential services
224567,224567,-82.4212125,29.677392,561499,2605 NW 75TH ST,GAINESVILLE,FL,32606,Essential*,Anything needed to support continuation of essential services
224569,224569,-82.4956515,29.655216,541219,14260 WEST NEWBERRY ROAD,NEWBERRY,FL,32669,Essential,(pg.15)
224620,224620,-82.34271,29.639799,621210,1600 SW ARCHER ROAD DI-027,GAINESVILLE,FL,32610,Essential,(pg. 1)
224632,224632,-82.4225805,29.665395,813410,1350 NW 75TH ST,GAINESVILLE,FL,32605,Nonessential,NA
224673,224673,-82.3394925,29.663568,611610,1128 NW 13TH ST,GAINESVILLE,FL,32601,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
224676,224676,-82.3952205,29.659383,531210,4881 NW 8TH AVE 3,GAINESVILLE,FL,32605,Essential,(pg. 14)
224706,224706,-82.32318,29.6519500000001,611310,308 J WAYNE REITZ UNION,GAINESVILLE,FL,32602,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
224725,224725,-82.32174,29.806614,531312,16517 NE 2ND ST,GAINESVILLE,FL,32609,Essential,(pg. 14)
224728,224728,-82.45809,29.68452,713940,10912 NW 33RD PLACE,GAINESVILLE,FL,32606,Nonessential,NA
224733,224733,-82.373031,29.651058,448210,3411 WEST UNIVERSITY AVE,GAINESVILLE,FL,32607,Nonessential,NA
224755,224755,-82.441224,29.675673,236116,2409 NW 93RD ST,GAINESVILLE,FL,32606,Essential,(pg.15)
224799,224799,-82.4218245626108,29.6011725901512,445299,5847 SW 75TH ST,GAINESVILLE,FL,32608,Essential,(pg. 3)
224851,224851,-82.3801905,29.709567,541921,5934 NW 37TH DRIVE,GAINESVILLE,FL,32653,Nonessential,NA
224895,224895,-82.378872,29.698722,453998,3722 NW 49TH LANE,GAINESVILLE,FL,32605,Nonessential,NA
224932,224932,-82.0864215,29.589498,453110,7015 SE 221ST ST,HAWTHORNE,FL,32640,Nonessential,NA
224953,224953,-82.34271,29.639799,621111,1600 SW ARCHER ROAD,GAINESVILLE,FL,32610,Essential,(pg. 1)
224966,224966,-82.435752,29.614284,488119,4304 SW 86TH WAY,GAINESVILLE,FL,32608,Essential,(pg. 10)
224980,224980,-82.3716405,29.696193,NA,3322 NW 45TH AVE,GAINESVILLE,FL,32605,NA,NA
224985,224985,-82.34271,29.639799,621111,1600 SW ARCHER ROAD,GAINESVILLE,FL,32610,Essential,(pg. 1)
224996,224996,-82.3929615,29.68434,423990,4626 NW 33RD COURT,GAINESVILLE,FL,32606,Nonessential,NA
225026,225026,-82.416132,29.689857,511199,4005 NW 69TH ST,GAINESVILLE,FL,32606,Nonessential,NA
225041,225041,-82.4394735,29.686842,621210,9120 NW 36TH PLACE,GAINESVILLE,FL,32606,Essential,(pg. 1)
225063,225063,-82.324143,29.651598,921120,12 SE 1ST ST,GAINESVILLE,FL,32601,Essential,(pg. 14)
225077,225077,-82.3501622032281,29.6369293455773,624310,2000 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,(pg. 1)
225083,225083,-82.381932,29.653938,524210,3832 WEST NEWBERRY ROAD 2C,GAINESVILLE,FL,32607,Essential,(pg.16)
225101,225101,-82.361844,29.722518,484121,2636 NW 74TH PLACE,GAINESVILLE,FL,32653,Essential,(pg. 8)
225129,225129,-82.4898015,29.656206,541110,285 NW 138TH TERRACE 200,NEWBERRY,FL,32669,Essential,(pg.15)
225167,225167,-82.364733,29.711493,813110,6206 NW 28TH TERRACE,GAINESVILLE,FL,32653,Essential*,For essential support (pg. 14)
225194,225194,-82.284003,29.636685,327320,1581 SE 32ND ST,GAINESVILLE,FL,32641,Essential,(pg. 14)
225199,225199,-82.388304,29.713212,541110,6224 NW 43RD ST B,GAINESVILLE,FL,32653,Essential,(pg.15)
225208,225208,-82.323324,29.650626,921120,105 SE 1ST AVE 2A,GAINESVILLE,FL,32601,Essential,(pg. 14)
225232,225232,-82.3098915,29.645667,611110,1245 SE 7TH AVE,GAINESVILLE,FL,32641,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
225237,225237,-82.29204,29.655819,722511,511 NE 25TH ST,GAINESVILLE,FL,32641,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
225239,225239,-82.40679,29.658258,NA,618 NW 60TH ST,GAINESVILLE,FL,32607,NA,NA
225240,225240,-82.327752,29.651886,922110,249 WEST UNIVERSITY AVE,GAINESVILLE,FL,32601,Essential,(pg. 14)
225247,225247,-82.4013315,29.702673,561990,5520 NW 52ND AVE,GAINESVILLE,FL,32653,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
225333,225333,-82.43523,29.61297,813920,4422 SW 85TH WAY,GAINESVILLE,FL,32608,Essential*,Anything needed to support continuation of essential services
225440,225440,-82.3813335,29.66742,238130,3821 NW 17TH AVE,GAINESVILLE,FL,32605,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
225488,225488,-82.4340105,29.667843,441228,1505 FORT CLARKE BLVD,GAINESVILLE,FL,32606,Nonessential,NA
225505,225505,-82.499031,29.656116,451130,260 NW 146TH DRIVE,NEWBERRY,FL,32669,Nonessential,NA
225551,225551,-82.3748715,29.793033,517919,3303 NW 149TH AVE,GAINESVILLE,FL,32609,Essential*,"Used by law enforcement, public safety, medical, energy, public works, critical manufacturing, food & agricultural production, financial services, education, and other critical industries and businesses (pg.13)"
225585,225585,-82.3242105,29.690532,813110,4024 NE 1ST DRIVE,GAINESVILLE,FL,32609,Essential*,For essential support (pg. 14)
225613,225613,-82.134864,29.586834,812112,7313 SE 174TH TERRACE,HAWTHORNE,FL,32640,Nonessential,NA
225619,225619,-82.2743505,29.502126,561990,405 SE TUSCAWILLA ROAD,MICANOPY,FL,32667,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
225650,225650,-82.428552,29.518209,561110,14818 SW 79TH ST,ARCHER,FL,32618,Essential*,Anything needed to support continuation of essential services
225675,225675,-82.4307435,29.687526,541940,3740 NW 83RD ST,GAINESVILLE,FL,32606,Essential,(pg. 4)
225693,225693,-82.38915,29.677635,524127,2632 NW 43RD ST 2164,GAINESVILLE,FL,32606,Essential,(pg.16)
225696,225696,-82.389541500000007,29.701152,722511,5110 NW 43RD ST,GAINESVILLE,FL,32606,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
225703,225703,-82.339542,29.658159,811198,720 NW 13TH ST,GAINESVILLE,FL,32601,Essential,(pg. 15)
225716,225716,-82.1083005,29.770452,488119,12623 NE 199TH ST,WALDO,FL,32694,Essential,(pg. 10)
225720,225720,-82.3344615,29.667267,812112,909 NW 17TH AVE,GAINESVILLE,FL,32609,Nonessential,NA
225757,225757,-82.399212,29.65932,812112,5200 WEST NEWBERRY ROAD E8,GAINESVILLE,FL,32607,Nonessential,NA
225815,225815,-82.34271,29.639799,621111,1600 SW ARCHER ROAD 2,GAINESVILLE,FL,32610,Essential,(pg. 1)
225822,225822,-82.3879935,29.740896,236115,9417 NW 43RD ST,GAINESVILLE,FL,32653,Essential,(pg.15)
225848,225848,-82.611081,29.646342,444210,25320 WEST NEWBERRY ROAD,NEWBERRY,FL,32669,Essential*,"Farmers, farm workers, support service workers, and their supplier employees (pg. 3)"
225857,225857,-82.3425435,29.666367,812199,1605 NW 16TH AVE,GAINESVILLE,FL,32605,Nonessential,NA
225862,225862,-82.1170545424437,29.6645487679043,443142,302 NORTH US HWY 301,HAWTHORNE,FL,32640,Essential,(pg.16)
225866,225866,-82.360692,29.606373,813410,5000 SW 25TH BLVD U3117,GAINESVILLE,FL,32608,Nonessential,NA
225869,225869,-82.3000905,29.674836,NA,2406 NE 19TH DRIVE,GAINESVILLE,FL,32609,NA,NA
225871,225871,-82.27719,29.700243,333995,3716 NE 49TH AVE,GAINESVILLE,FL,32609,Essential,(pg.15)
225886,225886,-82.2532725,29.60865,424210,4805 SE 60TH TERRACE,GAINESVILLE,FL,32641,Essential,(pg. 2)
225893,225893,-82.520154,29.81736,112990,16583 NW 178TH AVE,ALACHUA,FL,32615,Essential,(pg. 4)
225901,225901,-82.607562,29.646288,813110,25045 WEST NEWBERRY ROAD,NEWBERRY,FL,32669,Essential*,For essential support (pg. 14)
225924,225924,-82.3222215,29.648655,531110,321 SE 3RD ST,GAINESVILLE,FL,32601,Essential,(pg. 14)
225958,225958,-82.445202,29.603853,813990,9623 SW 53RD ROAD,GAINESVILLE,FL,32608,Essential*,Anything needed to support continuation of essential services
225969,225969,-82.342404,29.639142,621111,1515 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,(pg. 1)
226017,226017,-82.34271,29.639799,621210,1600 SW ARCHER ROAD D7-6,GAINESVILLE,FL,32610,Essential,(pg. 1)
226067,226067,-82.3394205,29.694645,561499,4404 NW 13TH ST,GAINESVILLE,FL,32609,Essential*,Anything needed to support continuation of essential services
226089,226089,-82.4091455336523,29.6594804198679,448210,6215 WEST NEWBERRY ROAD,GAINESVILLE,FL,32605,Nonessential,NA
226104,226104,-82.415124,29.56815,561990,9316 SW 67TH DRIVE,GAINESVILLE,FL,32608,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
226105,226105,-82.3012605,29.673666,238990,1801 NE 23RD AVE,GAINESVILLE,FL,32609,Essential*,Workers performing housing construction related activities to ensure additional units can be made available to combat the nation’s existing housing supply shortage. (pg. 18)
226123,226123,-82.34739,29.666097,561990,1511 NW 19TH ST,GAINESVILLE,FL,32605,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
226148,226148,-82.391094,29.633076,424490,4460 SW 20TH LANE,GAINESVILLE,FL,32607,Essential,(pg. 3)
226173,226173,-82.37385,29.632734,453910,2104 SW 34TH ST,GAINESVILLE,FL,32608,Essential,(pg. 3)
226219,226219,-82.39599,29.678094,812191,4923 NW 27TH COURT,GAINESVILLE,FL,32606,Nonessential,NA
226265,226265,-82.3393787956986,29.6509685185729,711310,120 SW 13TH ST,GAINESVILLE,FL,32601,Nonessential,NA
226305,226305,-82.3424522999999,29.6405544,621210,UF COLLEGE OF DENTISTRY,GAINESVILLE,FL,32610,Essential,(pg. 1)
226317,226317,-82.3395825,29.703879,238220,1378 NW 53RD AVE,GAINESVILLE,FL,32609,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
226318,226318,-82.3305825,29.678229,515111,2805 NW 6TH ST,GAINESVILLE,FL,32609,Essential,(pg. 11)
226350,226350,-82.4874705,29.648727,NA,13616 SW 4TH LANE,NEWBERRY,FL,32669,NA,NA
226368,226368,-82.3203225,29.669625,531110,1901 NE 2ND ST,GAINESVILLE,FL,32609,Essential,(pg. 14)
226370,226370,-82.425483,29.662866,611699,1128 NW 76TH BLVD UNIT 14,GAINESVILLE,FL,32606,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
226383,226383,-82.4396535,29.687283,722511,3700 NW 91ST ST E400,GAINESVILLE,FL,32606,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
226417,226417,-82.6111935,29.651832,448120,25317 NW 6TH AVE,NEWBERRY,FL,32669,Nonessential,NA
226423,226423,-82.3885335,29.694609,541110,4229 NW 43RD ST APT 64,GAINESVILLE,FL,32606,Essential,(pg.15)
226428,226428,-82.334484,29.658843,722511,901 NW 8TH AVE,GAINESVILLE,FL,32601,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
226445,226445,-82.3182435,29.640978,312113,508 SE 11TH AVE,GAINESVILLE,FL,32601,Essential,(pg. 3)
226447,226447,-82.4774805,29.627145,621999,12607 SW 28TH PLACE,ARCHER,FL,32618,Essential,(pg. 1)
226455,226455,-82.3360815,29.65041,621111,1026 SW 2ND AVE,GAINESVILLE,FL,32601,Essential,(pg. 1)
226460,226460,-82.339632,29.702898,NA,1325 NW 53RD AVE SUITE C,GAINESVILLE,FL,32609,NA,NA
226507,226507,-82.5030135,29.65365,444190,14927 WEST NEWBERRY ROAD,NEWBERRY,FL,32669,Essential,(pg.17)
226518,226518,-82.5187905,29.528946,624410,13625 SW STATE ROAD 45,ARCHER,FL,32618,Essential,Childcare must be carried out in stable groups of 10 or fewer (inclusive of childcare providers for the group) (pg.15)
226523,226523,-82.339002,29.63412,721110,1901 SW 13TH ST,GAINESVILLE,FL,32608,Essential,(pg.15)
226527,226527,-82.5304005,29.616354,445310,3908 SW 180TH ST,NEWBERRY,FL,32669,Essential,(pg. 3)
226534,226534,-82.617444,29.645505,NA,40 SW 260TH STREET,NEWBERRY,FL,32669,NA,NA
226543,226543,-82.325754,29.663226,448120,1208 NORTH MAIN ST,GAINESVILLE,FL,32601,Nonessential,NA
226594,226594,-82.38852,29.654946,621111,4343 WEST NEWBERRY ROAD 11,GAINESVILLE,FL,32607,Essential,(pg. 1)
226600,226600,-82.373652,29.623239,452111,3501 SW ARCHER ROAD,GAINESVILLE,FL,32608,NA,NA
226631,226631,-82.6065621630859,29.6436256242584,621112,311 SW 250TH ST,NEWBERRY,FL,32669,Essential,(pg. 1)
226636,226636,-82.34271,29.639799,621210,1600 SW ARCHER ROAD 4146,GAINESVILLE,FL,32610,Essential,(pg. 1)
226658,226658,-82.304433,29.674125,447190,1542 NE 23RD AVE,GAINESVILLE,FL,32609,Essential,(pg. 7)
226690,226690,-82.4061105,29.657763,621111,529 NW 60TH ST,GAINESVILLE,FL,32607,Essential,(pg. 1)
226702,226702,-82.38852,29.654946,621111,4343 WEST NEWBERRY ROAD 1,GAINESVILLE,FL,32607,Essential,(pg. 1)
226722,226722,-82.374912,29.612754,323113,4445 SW 35TH TERRACE,GAINESVILLE,FL,32608,Essential*,Employees necessary to maintain news and media operations across various media. (pg.14)
226731,226731,-82.392822,29.683665,NA,4625 NW 33RD COURT,GAINESVILLE,FL,32606,NA,NA
226737,226737,-82.412790188867,29.6594928987963,446130,6481 WEST NEWBERRY ROAD,GAINESVILLE,FL,32605,Essential,(pg. 1)
226766,226766,-82.34271,29.639799,621111,1600 SW ARCHER ROAD 4120,GAINESVILLE,FL,32610,Essential,(pg. 1)
226767,226767,-82.388754,29.62503,541370,3210 SW 42ND WAY,GAINESVILLE,FL,32608,Essential,(pg. 14)
226782,226782,-82.421982,29.653695,531210,101 NW 75TH ST 1,GAINESVILLE,FL,32607,Essential,(pg. 14)
226800,226800,-82.3893435,29.676312,531210,2516 NW 43RD ST,GAINESVILLE,FL,32606,Essential,(pg. 14)
226801,226801,-82.4161005,29.635947,339999,1809 SW 69TH TERRACE,GAINESVILLE,FL,32607,Nonessential,NA
226820,226820,-82.386873,29.687238,541110,4041 NW 37TH PLACE B,GAINESVILLE,FL,32606,Essential,(pg.15)
226824,226824,-82.4115825,29.656296,511120,6419 WEST NEWBERRY ROAD K9,GAINESVILLE,FL,32605,Essential*,Employees necessary to maintain news and media operations across various media (pg. 11)
226861,226861,-82.4212035,29.601657,541110,5745 SW 75TH ST,GAINESVILLE,FL,32608,Essential,(pg.15)
226884,226884,-82.459512,29.686275,541990,3534 NW 110TH TERRACE,GAINESVILLE,FL,32606,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
226889,226889,-82.6117335,29.638575,NA,25439 SW 15TH AVE,NEWBERRY,FL,32669,NA,NA
226972,226972,-82.308492,29.526993,NA,13716 HWY 441 S,MICANOPY,FL,32667,NA,NA
227028,227028,-82.440711,29.677779,621111,9258 NW 26TH AVE,GAINESVILLE,FL,32606,Essential,(pg. 1)
227039,227039,-82.3641525,29.693214,NA,4237 NORTH W 28TH TERRACE,GAINESVILLE,FL,32605,NA,NA
227044,227044,-82.3379535,29.649159,531110,1231 SW 3RD AVE APT 119,GAINESVILLE,FL,32601,Essential,(pg. 14)
227068,227068,-82.152081,29.634012,238210,15802 SE 20TH AVE,HAWTHORNE,FL,32640,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
227093,227093,-82.3423005,29.612835,622210,4300 SW 13TH ST,GAINESVILLE,FL,32608,Essential,(pg. 1)
227148,227148,-82.390482,29.656386,621391,500 NW 43RD ST,GAINESVILLE,FL,32607,Essential,(pg. 1)
227163,227163,-82.310013,29.656917,541711,1213 NE 6TH AVE,GAINESVILLE,FL,32601,NA,NA
227219,227219,-82.35747,29.714535,238330,6510 NW 13TH ST,GAINESVILLE,FL,32653,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
227257,227257,-82.351233,29.696742,NA,4535 NW 21ST STREET,GAINESVILLE,FL,32605,NA,NA
227271,227271,-82.323783,29.650689,722513,115 SE 1ST ST,GAINESVILLE,FL,32601,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
227277,227277,-82.6233525,29.644614,238160,86 SW 266TH ST,NEWBERRY,FL,32669,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
